Gene	Chromosome	Start	End	Canonical
CATSPERB	14	92047232	92195823	NM_024764
ZWILCH	15	66797676	66839017	NM_017975
A4GNT	3	137843105	137850098	NM_016161
PPP2R5A	1	212459452	212534112	NM_006243
MYO10	5	16666800	16935917	NM_012334
KRT23	17	39079240	39092855	NM_015515
DESI2	1	244816615	244869091	NM_016076
TUT1	11	62342565	62359071	NM_022830
YTHDC2	5	112849592	112929080	NM_022828
NR1D1	17	38249335	38256347	NM_021724
ADAM12	10	127705847	128076714	NM_003474
MARCH7	2	160585533	160623853	NM_022826
FNDC4	2	27715309	27717546	NM_022823
PLA2G2F	1	20465920	20474894	NM_022819
MAP1LC3B	16	87426033	87436703	NM_022818
PER2	2	239155015	239186577	NM_022817
TMEM150C	4	83406663	83425810	NM_001080506
FAM163B	9	136444143	136445345	NM_001080515
MX1	21	42803997	42830685	NM_001144925
KPRP	1	152732064	152733804	NM_001025231
ISM2	14	77941937	77965136	NM_199296
BLK	8	11400733	11421617	NM_001715
OR6C4	12	55945010	55945940	NM_001005494
CCSER1	4	91229435	92520208	NM_001145065
LEKR1	3	156547118	156763539	NM_001004316
LOC402160	4	2428202	2464653	NM_001193282
CRYAA	21	44589209	44592390	NM_000394
ANXA5	4	122589622	122617744	NM_001154
DOCK1	10	128594086	129249691	NM_001380
MVD	16	88718932	88729488	NM_002461
JUN	1	59247746	59248742	NM_002228
NPTX2	7	98246773	98257941	NM_002523
NME3	16	1820649	1821535	NM_002513
MUC2	11	1074901	1104263	NM_002457
OR51D1	11	4661020	4661995	NM_001004751
OR5M3	11	56237049	56237973	NM_001004742
OR5L1	11	55578942	55579878	NM_001004738
ISL1	5	50679505	50689444	NM_002202
INHBB	2	121103764	121107450	NM_002193
ITGA2	5	52285298	52386429	NM_002203
INHBA	7	41729247	41739972	NM_002192
LETM2	8	38250153	38265792	NM_001199659
ASPN	9	95219569	95237179	NM_017680
C10orf53	10	50887743	50916663	NM_182554
C18orf21	18	33552691	33558969	NM_001201475
PIGR	1	207103662	207113876	NM_002644
PIGF	2	46808616	46842303	NM_173074
PIGA	X	15339627	15353635	NM_002641
SERPINB5	18	61151661	61170955	NM_002639
PITX1	5	134364468	134369571	NM_002653
PIP	7	142829209	142836735	NM_002652
KIAA1430	4	186083951	186112350	NM_020827
CRAMP1L	16	1664640	1724046	NM_020825
ARHGAP21	10	24873340	25010828	NM_020824
SERTAD4	1	210411305	210415682	NM_019605
CRTAM	11	122709254	122742107	NM_019604
GPCPD1	20	5528306	5585058	NM_019593
SP6	17	45924664	45925795	NM_001258248
SS18	18	23598317	23670533	NM_001007559
SAP25	7	100169909	100170791	NM_001168682
DNAJC8	1	28527758	28559509	NM_014280
HSPA4L	4	128703705	128754029	NM_014278
SARS	1	109756614	109780510	NM_006513
CHRM5	15	34354918	34356517	NM_012125
WHSC1L1	8	38133158	38205689	NM_023034
KRTAP29-1	17	39458077	39459103	NM_001257309
DCSTAMP	8	105360780	105368426	NM_030788
HNRNPH1	5	179042546	179050134	NM_001257293
RD3L	14	104407142	104408032	NM_001257268
ST6GALNAC5	1	77333360	77528891	NM_030965
MPEG1	11	58978187	58980338	NM_001039396
ADPRHL1	13	114077136	114107752	NM_199162
PCNXL3	11	65383782	65404449	NM_032223
C22orf42	22	32545526	32555202	NM_001010859
KAT8	16	31129002	31142580	NM_182958
LYZL2	10	30900883	30918634	NM_183058
ARHGEF25	12	58003999	58010677	NM_182947
KRT2	12	53038802	53045926	NM_000423
STON1	2	48807772	48822441	NM_001198595
C14orf37	14	58471453	58606076	NM_001001872
ODF3B	22	50968908	50970506	NM_001014440
RTL1	14	101347048	101351125	NM_001134888
LPL	8	19796951	19822821	NM_000237
LIPC	15	58724231	58861026	NM_000236
ENDOG	9	131580963	131584889	NM_004435
MTNR1A	4	187454842	187476519	NM_005958
MMAA	4	146560291	146576586	NM_172250
OOEP	6	74078506	74079515	NM_001080507
NT5C1B	2	18745061	18770734	NM_001199087
EPPIN-WFDC6	20	44166171	44175996	NM_001198986
DIDO1	20	61510584	61542964	NM_033081
SLC25A35	17	8192933	8198125	NM_201520
UBL4B	1	110655156	110655681	NM_203412
TMEM88	17	7758392	7759032	NM_203411
MBLAC1	7	99725018	99725819	NM_203397
MBLAC2	5	89756983	89770109	NM_203406
KRTAP26-1	21	31691720	31692353	NM_203405
E2F7	12	77417794	77458415	NM_203394
LURAP1L	9	12775714	12821759	NM_203403
DEFB114	6	49928004	49931818	NM_001037499
DEFB112	6	50011287	50016364	NM_001037498
WBP1L	10	104503810	104573088	NM_017787
TXNL1	18	54270257	54305671	NM_004786
ASF1A	6	119215577	119228779	NM_014034
COX17	3	119393995	119396157	NM_005694
EPHA5	4	66189831	66535460	NM_004439
GSTT1	22	24376422	24384231	NM_000853
SPATA31D4	9	84543428	84547830	NM_001145197
APH1A	1	150238529	150241210	NM_016022
FBXO2	1	11708750	11714397	NM_012168
FBXO10	9	37512543	37541765	NM_012166
CLEC5A	7	141629903	141646092	NM_013252
ZNF214	11	7021092	7024066	NM_013249
ZNF215	11	6953503	6977762	NM_013250
WDPCP	2	63349140	63815405	NM_015910
SV2C	5	75427575	75621372	NM_014979
FCRL4	1	157545313	157567734	NM_031282
PTTG2	4	37962055	37962631	NM_006607
RBBP9	20	18470407	18477811	NM_006606
MYCBP	1	39330341	39338977	NM_012333
SPATA31D1	9	84603733	84610116	NM_001001670
ZNF763	19	12076023	12089924	NM_001012753
MROH6	8	144649408	144654884	NM_001100878
GPR112	X	135390936	135498650	NM_153834
H1FOO	3	129262061	129270183	NM_153833
TECRL	4	65145789	65275069	NM_001010874
NT5DC3	12	104171606	104234934	NM_001031701
USP17L12	4	9221877	9266190	NM_001256853
USP17L10	4	9212382	9213975	NM_001256852
CNFN	19	42891304	42893189	NM_032488
ACTRT3	3	169485219	169487308	NM_032487
SSFA2	2	182756793	182794383	NM_001130445
RIMS3	1	41092188	41107597	NM_014747
AREL1	14	75130422	75152318	NM_001039479
SDC2	8	97506499	97621776	NM_002998
SH2D3A	19	6752603	6763759	NM_005490
TOM1L1	17	52978226	53037987	NM_005486
LGMN	14	93170663	93199131	NM_001008530
PTCD3	2	86333370	86364682	NM_017952
WASH1	9	14806	24999	NM_182905
SCARF2	22	20779664	20792041	NM_153334
VSX2	14	74706264	74727622	NM_182894
NOTCH2NL	1	145248856	145282031	NM_203458
APOBEC4	1	183616812	183617916	NM_203454
PPAPDC2	9	4662375	4663263	NM_203453
C1QTNF6	22	37578227	37584253	NM_031910
MRGPRF	11	68772745	68777369	NM_001098515
PRKG1	10	52751138	54053660	NM_001098512
ANKRD2	10	99332464	99343482	NM_020349
C2orf44	2	24253802	24262364	NM_025203
HNRNPAB	5	177631838	177637624	NM_031266
IDI1	10	1087126	1094943	NM_004508
ONECUT1	15	53049751	53082081	NM_004498
DDX19A	16	70380894	70405889	NM_018332
HACE1	6	105177536	105307517	NM_020771
MED29	19	39881999	39888339	NM_017592
CPSF3	2	9563902	9613146	NM_016207
ZC3H7B	22	41716664	41753433	NM_017590
WDR5	9	137004999	137023115	NM_017588
SLC2A6	9	136337142	136344181	NM_017585
PHF10	6	170104098	170124027	NM_018288
GBP3	1	89473406	89486404	NM_018284
NUDT15	13	48611882	48619935	NM_018283
TMEM19	12	72080460	72094775	NM_018279
C22orf26	22	46447706	46449973	NM_018280
C7orf43	7	99752633	99756122	NM_018275
TMEM143	19	48836475	48867177	NM_018273
DMRTC1B	X	72064969	72095528	NM_001080851
FAM129A	1	184764110	184943488	NM_052966
GNG2	14	52417396	52433405	NM_053064
CLNK	4	10492090	10669493	NM_052964
ASXL2	2	25964897	26101091	NM_018263
HIST1H2AH	6	27114907	27115294	NM_080596
SLC39A4	8	145637921	145642173	NM_017767
OSTM1	6	108365988	108395855	NM_014028
DGAT1	8	145540216	145550299	NM_012079
WDR37	10	1118095	1175284	NM_014023
MRPS28	8	80831214	80942483	NM_014018
SACM1L	3	45730957	45785161	NM_014016
DEXI	16	11035574	11035862	NM_014015
SNRNP200	2	96940749	96971175	NM_014014
REM1	20	30064248	30072233	NM_014012
EGLN1	1	231502156	231557634	NM_022051
COQ6	14	74416795	74429702	NM_182480
DCLK3	3	36756818	36780150	NM_033403
FHDC1	4	153864209	153897875	NM_033393
C11orf21	11	2320685	2323091	NM_001142946
EIF4EBP3	5	139927322	139928847	NM_003732
SSNA1	9	140083178	140084366	NM_003731
KDM5C	X	53221925	53254071	NM_004187
GLUD1	10	88811507	88854526	NM_005271
FPGT-TNNI3K	1	74663962	75009666	NM_001112808
GPRC5B	16	19871821	19884167	NM_016235
SYNJ2BP	14	70839707	70883680	NM_018373
FAM63A	1	150969762	150978631	NM_018379
FBXL8	16	67195688	67197723	NM_018378
NIPSNAP3B	9	107526521	107535354	NM_018376
ADRA2C	4	3768333	3769722	NM_000683
TMED7	5	114951905	114961489	NM_181836
C17orf89	17	79213163	79214816	NM_001086521
OCM	7	5920520	5925720	NM_001097622
GTF2H4	6	30876813	30881760	NM_001517
GAS1	9	89560656	89561694	NM_002048
DUT	15	48623712	48634275	NM_001025248
SON	21	34915398	34948730	NM_138927
PILRB	7	99955925	99965000	NM_178238
HAPLN3	15	89421200	89430529	NM_178232
PPIAL4A	1	144363676	149553572	NM_178230
IQGAP3	1	156496277	156542321	NM_178229
ATG4C	1	63269457	63329830	NM_032852
CCNL1	3	156866029	156877883	NM_020307
FAM177B	1	222919887	222923400	NM_207468
CRISPLD2	16	84872101	84940248	NM_031476
ESPN	1	6485015	6520206	NM_031475
NRIP2	12	2936372	2944149	NM_031474
IFT81	12	110565185	110656031	NM_014055
SH3BGRL2	6	80341178	80409226	NM_031469
CALN1	7	71252759	71868354	NM_001017440
AP1S3	2	224623431	224702167	NM_001039569
EEPD1	7	36193933	36338815	NM_030636
DNAJC22	12	49742655	49745285	NM_024902
PHF17	4	129752913	129793417	NM_199320
RAB33B	4	140375349	140394280	NM_031296
ZBTB21	21	43411003	43414204	NM_001098402
NLN	5	65018200	65118743	NM_020726
SHCBP1	16	46615640	46655271	NM_024745
MAP4	3	47894281	48040350	NM_002375
PTPRZ1	7	121513553	121701274	NM_002851
DCPS	11	126173975	126215508	NM_014026
ZNF362	1	33736175	33764647	NM_152493
CCDC27	1	3669045	3688087	NM_152492
PM20D1	1	205797747	205819200	NM_152491
PTPRS	19	5206784	5286151	NM_002850
LAMA5	20	60884391	60942301	NM_005560
POU2F3	11	120107382	120189101	NM_014352
MDC1	6	30668241	30682952	NM_014641
CLN5	13	77566086	77575104	NM_006493
SLC16A1	1	113456512	113471930	NM_001166496
TTPA	8	63973810	63998580	NM_000370
TSC1	9	135771621	135804259	NM_000368
TPMT	6	18130898	18149358	NM_000367
CD226	18	67531549	67614642	NM_006566
CD160	1	145696592	145706758	NM_007053
DPPA3	12	7864166	7869673	NM_199286
PRR19	19	42813736	42814892	NM_199285
FAM179A	2	29217700	29274959	NM_199280
THSD1	13	52951545	52976735	NM_018676
RNF141	11	10536462	10555705	NM_016422
TMEM133	11	100863039	100863429	NM_032021
SDR9C7	12	57317616	57328045	NM_148897
THUMPD2	2	39963874	40006379	NM_025264
C3orf79	3	153202345	153220271	NM_001101337
SELP	1	169559385	169599312	NM_003005
KMT2C	7	151833916	152132871	NM_170606
TMEM72	10	45406960	45430582	NM_001123376
HMSD	18	61620689	61627589	NM_001123366
XPOT	12	64803815	64841911	NM_007235
C6orf15	6	31079157	31080332	NM_014070
ZP2	16	21208800	21222868	NM_003460
NME4	16	447222	450342	NM_005009
FMNL1	17	43299491	43323963	NM_005892
CENPW	6	126661419	126669638	NM_001012507
SNX30	9	115513281	115631123	NM_001012994
GOLGA6L6	15	20739496	20747023	NM_001145004
ANXA4	2	70008697	70052647	NM_001153
UBA6	4	68484714	68566837	NM_018227
ADPGK	15	73044681	73076032	NM_031284
WDR53	3	196281081	196288346	NM_182627
C2orf48	2	10282009	10350723	NM_182626
FAM131C	1	16384931	16399937	NM_182623
CLEC18A	16	69985269	69997514	NM_182619
PON2	7	95034641	95064263	NM_000305
ZNF605	12	133501958	133522221	NM_183238
ROBO2	3	77089936	77695206	NM_002942
FGF11	17	7342939	7346465	NM_004112
FEN1	11	61562833	61563976	NM_004111
FDX1	11	110300844	110333192	NM_004109
DGKE	17	54912156	54940152	NM_003647
PKP4	2	159389696	159537189	NM_003628
EMX1	2	73144981	73161083	NM_004097
ATG4A	X	107335056	107396942	NM_052936
SGK494	17	26937495	26941179	NM_001174103
CRIP2	14	105939584	105945990	NM_001270837
CRIP1	14	105953596	105954848	NM_001311
MYLIP	6	16129553	16146982	NM_013262
PPARGC1A	4	23797444	23891580	NM_013261
SAP30BP	17	73663452	73702601	NM_013260
PYCARD	16	31212905	31214011	NM_013258
SLC39A10	2	196544766	196599765	NM_001127257
PAK7	20	9520108	9624976	NM_020341
LRRC40	1	70611482	70671223	NM_017768
SNX1	15	64388212	64430396	NM_003099
SERINC4	15	44087197	44092184	NM_001258031
FAM149B1	10	74928097	75000777	NM_173348
MAGEB16	X	35820313	35821288	NM_001099921
KIAA2018	3	113373790	113393725	NM_001009899
SETMAR	3	4345054	4358930	NM_006515
TP53TG3D	16	32264674	32266224	NM_001243722
SPDYE5	7	75124434	75131261	NM_001099435
NES	1	156639113	156647056	NM_006617
NTN3	16	2521702	2524106	NM_006181
NPPA	1	11906065	11907741	NM_006172
GRAP	17	18925271	18950239	NM_006613
KIF1C	17	4903541	4927446	NM_006612
MAP3K2	2	128065154	128100705	NM_006609
SLC12A7	5	1052474	1112106	NM_006598
PHTF1	1	114240326	114301325	NM_006608
FAM132A	1	1177927	1182070	NM_001014980
TGM4	3	44916170	44955217	NM_003241
ERGIC1	5	172261416	172377819	NM_001031711
NFKB1	4	103446675	103537751	NM_003998
OSGIN1	16	83991276	83999612	NM_182981
CRABP2	1	156669817	156675238	NM_001878
ZNF615	19	52496132	52506964	NM_001199324
PABPC3	13	25670336	25672232	NM_030979
ADAMTS20	12	43748011	43945724	NM_025003
CLDN3	7	73183716	73184379	NM_001306
TTC7B	14	91007711	91282639	NM_001010854
SPRR3	1	152975496	152976006	NM_005416
SLC20A1	2	113404405	113420602	NM_005415
NGFRAP1	X	102632419	102632755	NM_206915
KCNV1	8	110980316	110986617	NM_014379
MRGPRX3	11	18158749	18159718	NM_054031
NUDT3	6	34256529	34360139	NM_006703
LYVE1	11	10580657	10590079	NM_006691
TXNL4A	18	77733684	77748392	NM_006701
MMP24	20	33814541	33862412	NM_006690
C1QL1	17	43037555	43045416	NM_006688
ACTL7A	9	111624602	111625910	NM_006687
SMR3B	4	71250227	71255565	NM_006685
EDDM3A	14	21215739	21216183	NM_006683
FGL2	7	76825595	76829110	NM_006682
NMU	4	56465312	56502359	NM_006681
FAM122C	X	133938227	133988266	NM_001170781
PTAR1	9	72333257	72374854	NM_001099666
TGFBR1	9	101867487	101911587	NM_004612
KCNJ10	1	160011182	160012322	NM_002241
ZEB2	2	145147017	145274917	NM_014795
PIGY	4	89442724	89442940	NM_001042616
MMP23B	1	1567597	1570001	NM_006983
FSTL1	3	120115798	120169593	NM_007085
NPIP	16	15031299	15045882	NM_006985
SLC35G3	17	33520309	33521326	NM_152462
CORO1A	16	30196530	30200285	NM_001193333
CYP17A1	10	104590458	104597118	NM_000102
ADCY6	12	49162373	49177217	NM_015270
ZRANB1	10	126631062	126673561	NM_017580
OLIG2	21	34399170	34400142	NM_005806
NUTF2	16	67899033	67904816	NM_005796
HCFC1	X	153214797	153236291	NM_005334
TM6SF1	15	83776432	83805424	NM_023003
OR10R2	1	158449667	158450675	NM_001004472
SERPINC1	1	173873026	173886397	NM_000488
TNFRSF12A	16	3070398	3071827	NM_016639
DCHS1	11	6643009	6662844	NM_003737
FAM131A	3	184055418	184062758	NM_144635
SENP2	3	185304201	185347632	NM_021627
KRTAP19-8	21	32410570	32410762	NM_001099219
AGAP3	7	150783828	150841030	NM_031946
GALNT7	4	174089986	174242868	NM_017423
CALML5	10	5540960	5541401	NM_017422
ATOX1	5	151125885	151138112	NM_004045
SIX4	14	61180124	61190792	NM_017420
ASIC5	4	156751007	156787378	NM_017419
CLEC4F	2	71036325	71047655	NM_173535
BCORL1	X	129139207	129190111	NM_021946
SLC22A23	6	3273288	3456793	NM_015482
MTBP	8	121457710	121535576	NM_022045
SDF2L1	22	21996625	21998464	NM_022044
C14orf93	14	23456423	23468232	NM_021944
ZFAND3	6	37787721	38120165	NM_021943
TRAPPC11	4	184585020	184633797	NM_021942
GAN	16	81348718	81411201	NM_022041
CDK5R2	2	219824542	219825646	NM_003936
MSL3	X	11776382	11793198	NM_078628
CXCL2	4	74963472	74964837	NM_002089
PTBP1	19	797497	810826	NM_002819
PSME2	14	24612617	24615790	NM_002818
BTBD8	1	92546128	92613358	NM_183242
C9orf142	9	139886895	139888257	NM_183241
TMEM37	2	120189479	120195016	NM_183240
CA14	1	150230523	150237059	NM_012113
LARP1B	4	128996106	129131208	NM_018078
RBM28	7	127950849	127983847	NM_018077
ARMC4	10	28101440	28284071	NM_018076
ALDOC	17	26900543	26902550	NM_005165
INPP5F	10	121485774	121587292	NM_014937
RNF19A	8	101270783	101300402	NM_183419
TXNIP	1	145438802	145441218	NM_006472
LGSN	6	63989925	64029848	NM_016571
TLR7	X	12885697	12906777	NM_016562
CCDC94	19	4247143	4268693	NM_018074
TRIM68	11	4621505	4626734	NM_018073
HEATR1	1	236714201	236767395	NM_018072
CYP4F2	19	15989580	16008421	NM_001082
FOXD1	5	72742791	72744187	NM_004472
USP6	17	5033662	5076273	NM_004505
CCBL2	1	89401865	89454033	NM_001008661
RNF187	1	228675189	228681586	NM_001010858
LELP1	1	153177183	153177480	NM_001010857
PIK3R6	17	8706590	8753111	NM_001010855
TRMT11	6	126307696	126359982	NM_001031712
CREB3L4	1	153941001	153946541	NM_130898
DYNLRB2	16	80574973	80584455	NM_130897
PPIL3	2	201736117	201752338	NM_032472
COX7B2	4	46736963	46737209	NM_130902
SCAP	3	47455343	47484483	NM_012235
PTRF	17	40556704	40575115	NM_012232
MSRB2	10	23384537	23409791	NM_012228
CSNK1G1	15	64464129	64592698	NM_022048
GPR174	X	78426504	78427506	NM_032553
C5orf45	5	179264390	179285796	NM_016175
ADIG	20	37209893	37214790	NM_001018082
AIP	11	67250629	67258464	NM_003977
CRABP1	15	78632770	78640319	NM_004378
SYNGR4	19	48869099	48879575	NM_012451
PTPRQ	12	80838125	81072802	NM_001145026
TTC26	7	138818603	138874178	NM_024926
PRTG	15	55912209	56035129	NM_173814
SLC45A4	8	142221540	142238365	NM_001080431
KRT80	12	52565181	52585686	NM_001081492
JMJD6	17	74712767	74722557	NM_001081461
DAAM2	6	39824078	39869813	NM_015345
CXCR4	2	136872438	136875630	NM_001008540
IRF4	6	393152	407598	NM_002460
MEFV	16	3293140	3306587	NM_000243
GGTLC1	20	23965852	23967248	NM_178311
SNAI3	16	88744855	88752814	NM_178310
IQCB1	3	121489191	121547807	NM_001023570
CDC6	17	38445672	38458253	NM_001254
HGFAC	4	3443728	3451146	NM_001528
HDAC2	6	114262221	114292072	NM_001527
PCP4L1	1	161228764	161254271	NM_001102566
MARCH11	5	16067579	16179684	NM_001102562
FKBP15	9	115928357	115983523	NM_015258
ARG1	6	131894422	131905048	NM_001244438
AMN	14	103389025	103397017	NM_030943
ISCA1	9	88880957	88897373	NM_030940
C6orf62	6	24706364	24718896	NM_030939
VMP1	17	57808807	57917272	NM_030938
CCNL2	1	1322610	1334686	NM_030937
TSC22D4	7	100064581	100075661	NM_030935
TRIM60	4	165961224	165962640	NM_001258025
USP17L17	4	9245604	9247197	NM_001256857
DGKK	X	50111938	50213677	NM_001013742
FAM83G	17	18874671	18907354	NM_001039999
NKAIN1	1	31654549	31712394	NM_024522
C2orf47	2	200820521	200828534	NM_024520
ULBP3	6	150385742	150390202	NM_024518
PAGR1	16	29827846	29831075	NM_024516
NOX5	15	69223027	69349036	NM_001184780
HKDC1	10	70980191	71026513	NM_025130
S100PBP	1	33291700	33321639	NM_022753
PROK2	3	71821874	71834203	NM_001126128
UBC	12	125396259	125398317	NM_021009
ATP2B3	X	152801705	152845756	NM_021949
APOPT1	14	104029299	104056623	NM_032374
DYDC2	10	82104538	82126707	NM_032372
LZIC	1	9990456	9996677	NM_032368
ZBED3	5	76372998	76373703	NM_032367
DNAJC14	12	56215760	56222442	NM_032364
SLC22A31	16	89262406	89265558	NM_001242757
KRTAP10-11	21	46066375	46067272	NM_198692
SLC2A4RG	20	62371265	62374343	NM_020062
DSCR6	21	38379072	38390507	NM_018962
SRR	17	2218854	2227167	NM_021947
MAGEA5	X	151283637	151284012	NM_021049
WDFY4	10	49917777	50190620	NM_020945
PKNOX2	11	125221201	125301288	NM_022062
POLR2J3	7	102207497	102212968	NM_001097615
ZNF91	19	23542204	23578156	NM_003430
RNLS	10	90034717	90342947	NM_001031709
MFN2	1	12049225	12071622	NM_014874
GYPB	4	144917451	144940440	NM_002100
INSL4	9	5231523	5233877	NM_002195
TMEM239	20	2797200	2797659	NM_001167670
MPRIP	17	16946162	17088208	NM_201274
ISG20	15	89182597	89198762	NM_002201
INHA	2	220437096	220440248	NM_002191
UGT2A2	4	70455089	70505358	NM_001105677
METTL15	11	28134881	28352388	NM_152636
PARP15	3	122296514	122354947	NM_001113523
CTNND2	5	10973564	11903965	NM_001332
CDC42EP3	2	37872965	37873730	NM_006449
SLCO1B1	12	21294508	21392123	NM_006446
PRPF8	17	1554095	1587865	NM_006445
HIST1H3E	6	26225382	26225793	NM_003532
CA8	8	61121343	61193706	NM_004056
CH25H	10	90966230	90967049	NM_003956
NDUFB8	10	102283593	102289608	NM_005004
NDUFAB1	16	23593604	23607611	NM_005003
NDUFA9	12	4758292	4796274	NM_005002
SEC22B	1	145096546	145115889	NM_004892
NDUFA7	19	8376388	8386242	NM_005001
NDUFA5	7	123182172	123197849	NM_005000
ATP5J2	7	99055949	99063764	NM_004889
SPAG7	17	4862828	4871099	NM_004890
LLGL2	17	73539507	73570987	NM_001031803
ATP6V1G1	9	117350118	117360023	NM_004888
APBA3	19	3751023	3760262	NM_004886
IGDCC3	15	65621246	65670126	NM_004884
CIR1	2	175213224	175260350	NM_004882
EI24	11	125442423	125453578	NM_004879
PLEKHH3	17	40820144	40828581	NM_024927
ZNF606	19	58489668	58512687	NM_025027
NUP210	3	13359180	13461726	NM_024923
CYP26C1	10	94821020	94828454	NM_183374
PXDC1	6	3723852	3751765	NM_183373
NBPF11	1	146034391	147608077	NM_183372
SOBP	6	107811820	107956670	NM_018013
TMEM234	1	32682453	32687923	NM_019118
LARS	5	145493668	145562056	NM_020117
KLHL4	X	86772896	86924394	NM_019117
UBFD1	16	23569063	23581911	NM_019116
EPB41L4B	9	111936833	112082726	NM_019114
OR5T1	11	56043114	56044095	NM_001004745
OR5R1	11	56184733	56185708	NM_001004744
OR5M9	11	56229944	56230877	NM_001004743
CEACAM16	19	45204726	45213778	NM_001039213
SF3B14	2	24290631	24299099	NM_016047
C1orf106	1	200860626	200882757	NM_001142569
MANEAL	1	38259854	38265875	NM_001113482
CUX2	12	111471981	111786129	NM_015267
CERCAM	9	131183156	131198184	NM_016174
AGAP5	10	75434356	75457513	NM_001144000
ZNF737	19	20727397	20748446	NM_001159293
TMX3	18	66344169	66382218	NM_019022
RBM45	2	178977273	178990903	NM_152945
KDM1B	6	18160126	18222223	NM_153042
C15orf32	15	93015378	93043630	NM_153040
CCDC140	2	223168621	223169113	NM_153038
APCDD1	18	10454978	10488035	NM_153000
TCEANC2	1	54520095	54562146	NM_153035
ZNF488	10	48370532	48371555	NM_153034
KCTD7	7	66094051	66105381	NM_153033
N4BP1	16	48576814	48643883	NM_153029
RILPL1	12	123957084	124018029	NM_178314
SPTBN1	2	54753555	54895706	NM_003128
PTRHD1	2	25013279	25016246	NM_001013663
DBR1	3	137880730	137893637	NM_016216
DPP3	11	66249671	66276722	NM_130443
METTL12	11	62433351	62434523	NM_001043229
CCDC158	4	77234322	77324360	NM_001042784
SLC7A3	X	70145662	70149847	NM_032803
USP17L21	4	9221877	9266190	NM_001256862
GPR123	10	134902413	134943015	NM_001083909
BANK1	4	102712037	102994900	NM_017935
UBE2K	4	39699947	39780054	NM_005339
RNF6	13	26787960	26793786	NM_005977
TSKU	11	76506660	76507722	NM_015516
CETN1	18	580408	580927	NM_004066
HIST1H3G	6	26271201	26271612	NM_003534
GAL3ST1	22	30950939	30953379	NM_004861
CLTC	17	57697492	57771213	NM_004859
CHSY1	15	101717592	101791661	NM_014918
LMTK2	7	97736489	97834804	NM_014916
MAST3	19	18208602	18260536	NM_015016
ANKRD26	10	27294518	27389255	NM_014915
OR10G9	11	123893719	123894655	NM_001001953
ITIH2	10	7745397	7791297	NM_002216
ITGAL	16	30484158	30532986	NM_002209
TMEM170B	6	11538510	11575794	NM_001100829
PID1	2	229890347	230135759	NM_017933
DNAJB2	2	220144555	220150719	NM_006736
HOXA2	7	27140344	27142119	NM_006735
HIVEP2	6	143074243	143095875	NM_006734
CENPI	X	100356059	100417956	NM_006733
KRTAP5-9	11	71259703	71260213	NM_005553
SOX9	17	70117532	70120528	NM_000346
LRRC10	12	70003784	70004618	NM_201550
C19orf60	19	18699611	18702990	NM_001100418
DROSHA	5	31401538	31529166	NM_013235
RPL5	1	93297671	93307422	NM_000969
CDKN2C	1	51436040	51439942	NM_001262
ZNF678	1	227751395	227843529	NM_178549
TSPAN33	7	128784820	128807715	NM_178562
ZNF680	7	63981538	64023332	NM_178558
NAT8L	4	2061238	2065854	NM_178557
TRIML1	4	189060712	189068526	NM_178556
KY	3	134322420	134369802	NM_178554
C2orf53	2	27359958	27361197	NM_178553
C1orf110	1	162824554	162829436	NM_178550
TBC1D3H	17	34746433	34755465	NM_001123392
DRG1	22	31795669	31829957	NM_004147
SLC27A5	19	59009881	59023322	NM_012254
RHOQ	2	46770185	46808222	NM_012249
SEPHS2	16	30455701	30457048	NM_012248
SNW1	14	78184430	78227470	NM_012245
C3orf52	3	111805254	111835845	NM_024616
VAC14	16	70721830	70834803	NM_018052
CDC7	1	91967273	91989992	NM_001134420
GPR34	X	41554886	41556032	NM_001097579
NOLC1	10	103912167	103922026	NM_004741
KIN	10	7798042	7829896	NM_012311
FBXO27	19	39516050	39522867	NM_178820
CMTM4	16	66651179	66730428	NM_181521
MRAP	21	33671282	33686964	NM_178817
ARL5B	10	18948566	18964145	NM_178815
AKAP14	X	119037186	119054570	NM_178813
GPR108	19	6730322	6737587	NM_001080452
DEFB125	20	68350	77058	NM_153325
DEFB123	20	30028501	30037977	NM_153324
PMP22	17	15134233	15164044	NM_000304
MRGPRX1	11	18955362	18956331	NM_147199
SLC22A6	11	62744265	62752162	NM_004790
BEST4	1	45249881	45253377	NM_153274
ZNRF2	7	30324973	30402050	NM_147128
KLHL34	X	21673971	21675906	NM_153270
MAMDC2	9	72659113	72840948	NM_153267
TMEM151A	11	66059484	66063124	NM_153266
EML3	11	62369946	62379929	NM_153265
GSDMA	17	38121940	38133311	NM_178171
BBS12	4	123663047	123665180	NM_001178007
BHMT2	5	78365605	78384397	NM_017614
TRIM35	8	27145066	27168752	NM_171982
BTG4	11	111338396	111369501	NM_017589
TSEN34	19	54695215	54697217	NM_024075
CEMP1	16	2580330	2581074	NM_001048212
MYF6	12	81101498	81102739	NM_002469
S100A5	1	153509771	153512667	NM_002962
SLIT1	10	98760868	98945431	NM_003061
PLD1	3	171320867	171455841	NM_002662
TSPEAR	21	45919665	46131429	NM_001272037
ZFC3H1	12	72004207	72057390	NM_144982
OR2W5	1	247654429	247655392	NM_001004698
ZC3H12B	X	64708681	64723089	NM_001010888
MS4A1	11	60229847	60235941	NM_152866
GPR88	1	101004522	101005677	NM_022049
KIAA1024L	5	129083883	129100756	NM_001257308
