gene	canonical	chrom	start	end
ELK3	NM_005230	12	96588206	96661606
AIM2	NM_004833	1	159032274	159046647
ARID3A	NM_005224	19	926036	972803
COX19	NM_001031617	7	1004485	1015235
CLYBL	NM_206808	13	100258918	100549388
RGPD4	NM_182588	2	108443387	108509000
OR2K2	NM_205859	9	114089762	114090713
SPACA5	NM_205856	X	47863733	47991997
SFTA2	NM_205854	6	30899126	30899952
MUSTN1	NM_205853	3	52867130	52869235
SLC24A5	NM_205850	15	48413168	48434589
FAM9B	NM_205849	X	8993036	9001116
SYT6	NM_001270805	1	114631913	114696472
GMPPA	NM_205847	2	220363586	220371718
NCKAP1	NM_205842	2	183789604	183903229
RFPL1	NM_021026	22	29834571	29838444
FBXO31	NM_024735	16	87362941	87417394
CLMN	NM_024734	14	95648275	95786245
ZNF665	NM_024733	19	53666551	53696619
KLHL36	NM_024731	16	84682130	84695916
ZFP2	NM_030613	5	178322915	178360210
FCGR2C	NM_201563	1	161551128	161570032
IL17C	NM_013278	16	88705000	88706882
COL1A1	NM_000088	17	48261456	48279000
GLDC	NM_000170	9	6532463	6645692
LCORL	NM_001166139	4	17844838	18023483
SPATA31C2	NM_001166137	9	90744219	90749900
KIAA1109	NM_015312	4	123091757	123283914
RPGRIP1	NM_020366	14	21756135	21819460
RBAK-LOC389458	NM_001204513	7	5085451	5112854
IGSF9	NM_001135050	1	159896828	159915386
KSR2	NM_173598	12	117890816	118406028
MTMR11	NM_001145862	1	149900542	149908791
SCN1B	NM_001037	19	35521591	35531353
SDAD1	NM_018115	4	76871067	76912113
LMBR1L	NM_018113	12	49490922	49504680
TMEM38B	NM_018112	9	108456805	108538892
C19orf73	NM_018111	19	49621653	49622397
FAR2	NM_001271783	12	29301935	29488549
GPR144	NM_001161808	9	127213422	127239379
LOH12CR1	NM_058169	12	12510019	12619838
OLFM3	NM_058170	1	102268126	102462790
NPM2	NM_182795	8	21882353	21894408
HEMK1	NM_016173	3	50606908	50622421
UBAC1	NM_016172	9	138824814	138853226
SPC25	NM_020675	2	169727400	169746944
RAB22A	NM_020673	20	56884770	56942563
S100A14	NM_020672	1	153586731	153588808
CLK4	NM_020666	5	178029664	178054054
CADM3	NM_021189	1	159141376	159172932
SEC24D	NM_014822	4	119643977	119757326
TRAPPC12	NM_016030	2	3383445	3483342
WDR60	NM_018051	7	158649268	158738883
FGD4	NM_139241	12	32655040	32798984
GRIP2	NM_001080423	3	14530618	14583588
GTPBP2	NM_019096	6	43588217	43596936
SSPO	NM_198455	7	149473130	149531053
KAT6B	NM_012330	10	76586170	76792380
PDE6H	NM_006205	12	15125955	15134799
NR4A2	NM_006186	2	157180943	157189287
GPR137C	NM_001099652	14	53019865	53104431
GXYLT1	NM_173601	12	42475647	42538673
ATG10	NM_001131028	5	81267843	81551216
DDB2	NM_000107	11	47236492	47260769
CPOX	NM_000097	3	98298289	98312455
FAS	NM_000043	10	90750287	90775542
APOE	NM_000041	19	45409038	45412650
APOA1	NM_000039	11	116706468	116708338
COMP	NM_000095	19	18893582	18902114
HBA1	NM_000558	16	226678	227520
SULT1A4	NM_001017390	16	29471206	30215650
E2F4	NM_001950	16	67226067	67232821
CHRNA6	NM_004198	8	42607779	42623929
OR6P1	NM_001160325	1	158532440	158533394
LPO	NM_006151	17	56315786	56345879
EFTUD2	NM_001258353	17	42927654	42976993
NDUFC2-KCTD14	NM_001203260	11	77726760	77791265
MAP2K4	NM_003010	17	11924134	12047051
REL	NM_002908	2	61108751	61150178
SEMG2	NM_003008	20	43850009	43853099
RBMS2	NM_002898	12	56915608	56989980
HDHD3	NM_031219	9	116135697	116138341
ZNF93	NM_031218	19	20011721	20046382
KIF18A	NM_031217	11	28042162	28129746
CABLES2	NM_031215	20	60963685	60982339
DNER	NM_139072	2	230222344	230579286
SDR16C5	NM_138969	8	57212569	57233241
PRSS56	NM_001195129	2	233385172	233390425
DCD	NM_053283	12	55038374	55042149
SH2D1B	NM_053282	1	162365055	162381928
FAM167A	NM_053279	8	11278972	11324276
ODF3	NM_053280	11	196760	200258
TAAR8	NM_053278	6	132873831	132874860
CLIC6	NM_053277	21	36041687	36090519
ANGPT1	NM_001146	8	108261709	108510254
DPP4	NM_001935	2	162848754	162931052
GARS	NM_002047	7	30634180	30673648
FAM229A	NM_001167676	1	32826870	32827844
CLDN24	NM_001185149	4	184242916	184243579
CEP19	NM_032898	3	196433147	196439123
PSG2	NM_031246	19	43568361	43586893
IER5L	NM_203434	9	131937830	131940540
SIPA1L1	NM_015556	14	71996041	72206120
GALNT1	NM_020474	18	33234532	33291798
IMP3	NM_018285	15	75931425	75932664
OSM	NM_020530	22	30658818	30662829
FASTKD3	NM_024091	5	7859271	7869150
SCN2A	NM_021007	2	166095911	166248820
CBWD6	NM_001085457	9	69204537	69262593
GABRR3	NM_001105580	3	97705526	97754148
C10orf131	NM_001130446	10	97667721	97698415
HSPE1	NM_002157	2	198364720	198368187
HSD17B2	NM_002153	16	82068857	82132139
HRC	NM_002152	19	49654455	49658681
RPL7	NM_000971	8	74202873	74205869
ZNF543	NM_213598	19	57831864	57842144
ULK3	NM_001099436	15	75128458	75135552
R3HCC1	NM_001136108	8	23145611	23153792
METTL11B	NM_001136107	1	170115187	170136923
B4GALT1	NM_001497	9	33110638	33167356
HSPB2	NM_001541	11	111783459	111784817
DSCR4	NM_005867	21	39426312	39493454
DPYD	NM_000110	1	97543299	98386615
MTTP	NM_000253	4	100485239	100545154
SLC2A5	NM_003039	1	9097004	9129887
NUCKS1	NM_022731	1	205681946	205719372
KIAA0226L	NM_025113	13	46916136	46961635
CTC1	NM_025099	17	8128138	8151413
MOGAT2	NM_025098	11	75428933	75442331
C16orf59	NM_025108	16	2510114	2514964
MYCT1	NM_025107	6	153019029	153045715
GFM1	NM_024996	3	158362316	158410360
FSIP2	NM_173651	2	186603354	186698016
ESYT2	NM_020728	7	158523688	158622319
FAM45A	NM_207009	10	120863610	120897223
CCL4L2	NM_207007	17	34538467	34641840
FAM83A	NM_032899	8	124194751	124222318
C2orf82	NM_206895	2	233734993	233741107
HSPH1	NM_006644	13	31710762	31736117
SDCCAG8	NM_006642	1	243419306	243663393
FOXO1	NM_002015	13	41129800	41240734
SLC9A9	NM_173653	3	142984063	143567373
OVOL1	NM_004561	11	65554504	65564690
PRLHR	NM_004248	10	120352915	120355160
ROR2	NM_004560	9	94484877	94712444
NRTN	NM_004558	19	5823817	5828335
NOTCH4	NM_004557	6	32162619	32191844
MUL1	NM_024544	1	20825940	20834674
SPPL2A	NM_032802	15	50999736	51057910
ZBTB45	NM_032792	19	59024896	59030921
ZNF514	NM_032788	2	95813399	95825263
GPR128	NM_032787	3	100328432	100414323
ZC3H10	NM_032786	12	56512029	56516278
PLSCR5	NM_001085420	3	146303624	146324003
DIAPH1	NM_005219	5	140894587	140998622
MISP	NM_173481	19	751145	764318
PNLIP	NM_000936	10	118305427	118327367
CISH	NM_013324	3	50643884	50649262
TRA2A	NM_013293	7	23544400	23571656
LRRC37A3	NM_199340	17	62850487	62914903
SPEM1	NM_199339	17	7323678	7324951
TMEM179B	NM_199337	11	62554873	62557872
FAHD2B	NM_199336	2	97749322	97760582
AARD	NM_001025357	8	117950463	117956239
IFITM5	NM_001025295	11	298200	299526
ZNF718	NM_001039127	4	53276	156490
ZBTB8A	NM_001040441	1	33004771	33071542
RGR	NM_002921	10	86004808	86018944
SLC41A1	NM_173854	1	205758220	205782161
TRAPPC2L	NM_016209	16	88923505	88927520
KCTD11	NM_001002914	17	7255207	7258262
LCAT	NM_000229	16	67973786	67978015
EME2	NM_001257370	16	1823228	1826239
PATE4	NM_001144874	11	125703210	125709967
OR13G1	NM_001005487	1	247835419	247836343
OR4M1	NM_001005500	14	20248481	20249423
ARL17B	NM_001039083	17	44376912	44439134
ATP2C2	NM_014861	16	84402132	84497793
LRRC7	NM_020794	1	70225857	70589171
CCDC19	NM_012337	1	159842153	159869906
LIPN	NM_001102469	10	90521162	90537999
DLD	NM_000108	7	107531585	107561643
GAGE2C	NM_001472	X	49197595	49294598
TMEM184A	NM_001097620	7	1581870	1596066
KRTCAP2	NM_173852	1	155141883	155145804
SERPINA12	NM_173850	14	94953619	94984181
GSC	NM_173849	14	95234559	95236499
FSBP	NM_001256141	8	95439939	95449180
ARL8A	NM_138795	1	202102531	202113871
CCNK	NM_001099402	14	99947738	99977852
PANX3	NM_052959	11	124481452	124490251
RBP7	NM_052960	1	10057254	10076078
ACRC	NM_052957	X	70797873	70833433
FRYL	NM_015030	4	48499379	48782316
ORMDL2	NM_014182	12	56211805	56214959
DAD1	NM_001344	14	23033806	23058143
CYLC2	NM_001340	9	105757592	105780770
CTSZ	NM_001336	20	57570241	57582309
CTSW	NM_001335	11	65647283	65651212
MBL2	NM_000242	10	54525139	54531460
SERPINA7	NM_000354	X	105277189	105282718
TAT	NM_000353	16	71600753	71610998
ABCC8	NM_000352	11	17414431	17498449
ABCA4	NM_000350	1	94458393	94586705
STAR	NM_000349	8	38000217	38008600
CALB1	NM_004929	8	91070837	91095107
TLDC2	NM_080628	20	35504569	35522632
PRKCG	NM_002739	19	54385466	54410901
FOXA3	NM_004497	19	46367517	46377055
GZMB	NM_004131	14	25100160	25103432
WDR5B	NM_019069	3	122130699	122134882
OR1E2	NM_003554	17	3336163	3337135
KRTAP4-7	NM_033061	17	39240458	39241396
ZBED6	NM_001174108	1	203766650	203769590
CYP8B1	NM_004391	3	42913683	42917633
GALNT8	NM_017417	12	4829751	4881892
IL1RAPL2	NM_017416	X	103810995	105011822
FBLIM1	NM_017556	1	16085254	16113084
OR52N5	NM_001001922	11	5798863	5799897
TTC32	NM_001008237	2	20096513	20101744
SGSH	NM_000199	17	78183078	78194199
DHODH	NM_001361	16	72042642	72059316
ZNF45	NM_003425	19	44416775	44439411
ZNF35	NM_003420	3	44690232	44702283
MSTN	NM_005259	2	190920425	190927455
GCHFR	NM_005258	15	41056284	41059911
SOAT2	NM_003578	12	53497273	53518323
UTF1	NM_003577	10	135043777	135045062
ZNF282	NM_003575	7	148892576	148923339
ABCB6	NM_005689	2	220074487	220083712
CDH10	NM_006727	5	24487208	24645085
TTLL5	NM_015072	14	76127550	76421425
RPRD1A	NM_018170	18	33569791	33647373
KIAA1551	NM_018169	12	32112352	32146043
C14orf105	NM_018168	14	57936594	57960576
EVA1B	NM_018166	1	36787631	36789755
ASUN	NM_018164	12	27058111	27091254
SH2B3	NM_005475	12	111843751	111889427
ZNF256	NM_005773	19	58452200	58459077
THSD7A	NM_015204	7	11410061	11871824
SCNN1D	NM_001130413	1	1215815	1227409
CACNA2D3	NM_018398	3	54156692	55108584
MC5R	NM_005913	18	13825542	13826861
CLPP	NM_006012	19	6361462	6368915
NFIL3	NM_005384	9	94171326	94186144
NEU2	NM_005383	2	233897381	233899767
ST8SIA2	NM_006011	15	92937139	93011958
APPBP2	NM_006380	17	58520519	58603580
MT1A	NM_005946	16	56672577	56673999
HDAC6	NM_006044	X	48660486	48683380
UNC13B	NM_006377	9	35161988	35405332
LGALS4	NM_006149	19	39292310	39303740
PRICKLE3	NM_006150	X	49031905	49042776
TERF2	NM_005652	16	69389463	69419891
DNAJB1	NM_006145	19	14625581	14629201
GZMA	NM_006144	5	54398473	54406080
SFN	NM_006142	1	27189632	27190947
DYNC1LI2	NM_006141	16	66754798	66785525
TLE6	NM_001143986	19	2977535	2995182
CPA6	NM_020361	8	68334404	68658620
KRI1	NM_023008	19	10663760	10676702
RANBP17	NM_022897	5	170288895	170727019
LPIN3	NM_022896	20	39969559	39989222
C12orf43	NM_022895	12	121440847	121454300
RTN4R	NM_023004	22	20228937	20255816
PAPOLG	NM_022894	2	60983364	61029221
EXTL1	NM_004455	1	26348270	26362954
ETV5	NM_004454	3	185764105	185826901
AMY1C	NM_001008219	1	104198302	104301310
ARPC4-TTLL3	NM_001198793	3	9834231	9878040
IL9	NM_000590	5	135227934	135231516
PTGS2	NM_000963	1	186640943	186649559
PTGIR	NM_000960	19	47123724	47128354
FGF9	NM_002010	13	22245214	22278640
ESD	NM_001984	13	47345390	47371367
GPX3	NM_002084	5	150399998	150408554
GPX2	NM_002083	14	65405869	65409623
RNF183	NM_145051	9	116059372	116061320
TEX37	NM_152670	2	88824168	88829103
NANP	NM_152667	20	25593572	25604648
TCTEX1D1	NM_152665	1	67218139	67244730
RALGPS2	NM_152663	1	178694299	178889237
THAP8	NM_152658	19	36525886	36545664
GGN	NM_152657	19	38874991	38878668
DAND5	NM_152654	19	13080431	13085567
UBE2E2	NM_152653	3	23244783	23632296
FAM227B	NM_152647	15	49620591	49913118
KNDC1	NM_152643	10	134973970	135039916
ARID2	NM_152641	12	46123619	46301819
CCER1	NM_152638	12	91345991	91348953
METTL7B	NM_152637	12	56075329	56078394
OIT3	NM_152635	10	74653338	74692787
TCEANC	NM_152634	X	13671306	13682247
CXorf22	NM_152632	X	35937850	36008269
FAM47B	NM_152631	X	34960912	34963034
SNX31	NM_152628	8	101585111	101661893
ZNF366	NM_152625	5	71739233	71803249
TMTC2	NM_152588	12	83080933	83528067
MIER3	NM_152622	5	56215428	56247954
RNF168	NM_152617	3	196195656	196230639
TRIM42	NM_152616	3	140396865	140419992
WBP2NL	NM_152613	22	42394728	42424477
CCDC116	NM_152612	22	21987085	21991616
SDE2	NM_152608	1	226170402	226187066
FSIP1	NM_152597	15	39892231	40075039
EXD1	NM_152596	15	41474930	41522895
ZNF781	NM_152605	19	38158649	38183216
SPRED1	NM_152594	15	38545051	38649450
ZNF383	NM_152604	19	37717365	37734574
ZNF567	NM_152603	19	37180301	37212225
SYNE3	NM_152592	14	95883830	95942173
WFIKKN2	NM_175575	17	48912604	48919709
GIMAP8	NM_175571	7	150147961	150176483
SLC22A15	NM_018420	1	116519118	116612675
SOX18	NM_018419	20	62679078	62680979
PRKD1	NM_002742	14	30045686	30396899
MUC5B	NM_002458	11	1244294	1283406
EPHA7	NM_004440	6	93949739	94129300
EPHA4	NM_004438	2	222282746	222437010
BACE2	NM_012105	21	42539727	42648524
OLIG1	NM_138983	21	34442449	34444728
RAD9A	NM_004584	11	67159422	67165883
LOC643669	NM_001243212	19	39399619	39402798
PLEKHA4	NM_020904	19	49340353	49371884
PRDM8	NM_020226	4	81106423	81125482
UBQLN1	NM_013438	9	86274877	86323168
MAS1L	NM_052967	6	29454542	29455679
SH3PXD2B	NM_001017995	5	171760502	171881527
CSNK1G2	NM_001319	19	1941160	1981336
MYEOV	NM_138768	11	69061621	69064754
ZNF704	NM_001033723	8	81540685	81787016
C15orf56	NM_001039905	15	40542865	40545110
ANKRD34A	NM_001039888	1	145470507	145475647
CYS1	NM_001037160	2	10196925	10220538
KBTBD2	NM_015483	7	32907777	32931468
L3MBTL1	NM_032107	20	42136319	42170535
FAM98A	NM_015475	2	33808728	33824362
TOX4	NM_014828	14	21945334	21967319
HEATR5A	NM_015473	14	31760993	31889788
MRPL54	NM_172251	19	3762664	3767563
REP15	NM_001029874	12	27849427	27850566
RGP1	NM_001080496	9	35749276	35753264
SHISA3	NM_001080505	4	42399855	42404504
ZDHHC19	NM_001039617	3	195924322	195938300
LINS	NM_001040616	15	101109427	101142445
C15orf59	NM_001039614	15	74032140	74043816
C1orf127	NM_001170754	1	11006529	11042094
PPP1R32	NM_145017	11	61248584	61258400
AXIN2	NM_004655	17	63524682	63557740
USP9Y	NM_004654	Y	14813159	14972768
FAM171A2	NM_198475	17	42431100	42441235
OLFML1	NM_198474	11	7506599	7532606
KANK3	NM_198471	19	8387467	8408146
MORN5	NM_198469	9	124922189	124962367
MMS22L	NM_198468	6	97590036	97731052
PRAMEF5	NM_001013407	1	13108513	13369057
HK3	NM_002115	5	176307869	176326333
PCYT1A	NM_005017	3	195965252	196014584
OXA1L	NM_005015	14	23235730	23240998
GABRG1	NM_173536	4	46037786	46126082
RIMKLB	NM_020734	12	8850517	8929787
HEG1	NM_020733	3	124684553	124774802
ARID1B	NM_020732	6	157099063	157531913
NDUFA11	NM_001193375	19	5891286	5904024
TARM1	NM_001135686	19	54573200	54584634
SNAPIN	NM_012437	1	153631129	153634328
SHC2	NM_012435	19	416582	460996
C1orf63	NM_020317	1	25568739	25573985
PDXP	NM_020315	22	38054736	38062939
C16orf62	NM_020314	16	19566736	19712485
CIAPIN1	NM_020313	16	57462086	57481369
COQ9	NM_020312	16	57481336	57495187
CXCR7	NM_020311	2	237478379	237490994
SLC17A7	NM_020309	19	49932654	49944808
AKR1B10	NM_020299	7	134212343	134226166
MNT	NM_020310	17	2287353	2304258
EID3	NM_001008394	12	104697509	104698982
PPID	NM_005038	4	159630278	159644552
PPARG	NM_138711	3	12329348	12475855
PPARA	NM_005036	22	46546498	46639653
POLR2K	NM_005034	8	101162838	101166230
RNF152	NM_173557	18	59482303	59560304
CCDC83	NM_173556	11	85566143	85631051
CNBD1	NM_173538	8	87878675	88394955
ZNF805	NM_001023563	19	57752052	57774106
ZNF749	NM_001023561	19	57946692	57957191
GPR158	NM_020752	10	25464289	25891157
DEGS2	NM_206918	14	100612752	100626012
NAALADL2	NM_207015	3	174577110	175523428
METTL21B	NM_206914	12	58166382	58176324
C5orf48	NM_207408	5	125967413	125971974
TMPRSS11F	NM_207407	4	68918915	68995587
CD164L2	NM_207397	1	27705595	27709805
WDR78	NM_024763	1	67278571	67390570
NLGN1	NM_014932	3	173116243	174001116
PPP6R1	NM_014931	19	55741146	55770038
FNBP1	NM_015033	9	132649465	132805473
ZNF469	NM_001127464	16	88493878	88507165
FAM92B	NM_198491	16	85131964	85146114
CCDC84	NM_198489	11	118868851	118886455
GSTZ1	NM_001513	14	77787229	77797940
FOSL2	NM_005253	2	28615778	28637516
FOS	NM_005252	14	75745480	75748937
FAM155B	NM_015686	X	68725077	68752351
FILIP1	NM_015687	6	76017799	76203496
TMEM67	NM_153704	8	94767071	94830347
TCEA2	NM_003195	20	62688438	62703700
C15orf62	NM_001130448	15	41062158	41064648
SYPL2	NM_001040709	1	110009099	110024764
TMSB4X	NM_021109	X	12993225	12995346
NEUROG3	NM_020999	10	71331790	71333210
CACNA1H	NM_021098	16	1203240	1271772
KRTAP13-1	NM_181599	21	31768391	31769138
KRTAP4-6	NM_030976	17	39295684	39296739
MRPL17	NM_022061	11	6701615	6704632
PPP1R11	NM_021959	6	30034931	30038108
ABHD4	NM_022060	14	23067146	23081265
HLX	NM_021958	1	221052742	221058400
SLC4A10	NM_001178016	2	162480844	162841786
MAGEE1	NM_020932	X	75648045	75651746
SLC24A6	NM_024959	12	113736570	113772925
CCDC170	NM_025059	6	151815174	151942328
NRSN2	NM_024958	20	327369	335512
CCDC176	NM_025057	14	74486058	74532796
TMEM62	NM_024956	15	43425721	43477341
VCPIP1	NM_025054	8	67542487	67579452
UBTD1	NM_024954	10	99258767	99330960
NAA25	NM_024953	12	112464492	112546635
NEUROG1	NM_006161	5	134869971	134871639
KLRC4	NM_013431	12	10559982	10562356
LRP2	NM_004525	2	169983618	170219122
C19orf80	NM_018687	19	11350294	11352619
CMAS	NM_018686	12	22199109	22218606
ANLN	NM_018685	7	36429431	36493400
RNF114	NM_018683	20	48552913	48570422
NPTX1	NM_002522	17	78440632	78450404
ADCY9	NM_001116	16	4012649	4166186
ADAMTSL5	NM_213604	19	1505016	1513188
DBX2	NM_001004329	12	45408538	45444882
HES3	NM_001024598	1	6304251	6305638
PRSS53	NM_001039503	16	31094744	31100130
GLTPD2	NM_001014985	17	4692253	4693884
DMRTA1	NM_022160	9	22446839	22452472
OR7C1	NM_198944	19	14909985	14910948
SMOX	NM_001270691	20	4129425	4168394
EPG5	NM_020964	18	43427573	43547305
NMNAT1	NM_022787	1	10003485	10045556
ARV1	NM_022786	1	231114822	231136479
COX7B	NM_001866	X	77154960	77160881
COX7A2	NM_001865	6	75947390	75953644
COX7A1	NM_001864	19	36641823	36643771
ALDH18A1	NM_002860	10	97365685	97416567
CCDC86	NM_024098	11	60609428	60618561
C1orf50	NM_024097	1	43232915	43241413
DCTPP1	NM_024096	16	30435018	30441373
BECN1	NM_003766	17	40962149	40976310
TPH1	NM_004179	11	18042083	18062335
SLC1A1	NM_004170	9	4490426	4587469
SOX14	NM_004189	3	137483133	137485172
SUB1	NM_006713	5	32585604	32604185
LGI4	NM_139284	19	35615416	35626178
PPTC7	NM_139283	12	110972236	111021064
RHOXF1	NM_139282	X	119243010	119249847
WDR36	NM_139281	5	110427869	110466200
ORMDL3	NM_139280	17	38077295	38083884
LGI3	NM_139278	8	22004342	22014344
ARPC1A	NM_006409	7	98923495	98963885
ETHE1	NM_014297	19	44010870	44031396
C22orf28	NM_014306	22	32783561	32808274
ACTC1	NM_005159	15	35080296	35087927
TDRD7	NM_014290	9	100174301	100258405
NOMO1	NM_014287	16	14927642	14990014
NANOS3	NM_001098622	19	13988062	13991571
ALDH1A1	NM_000689	9	75515577	75568233
MARS	NM_004990	12	57881735	57910438
FCER1G	NM_004106	1	161185086	161189038
GPR31	NM_005299	6	167570359	167571319
GPR25	NM_005298	1	200842082	200843306
MCHR1	NM_005297	22	41075181	41078818
LPAR4	NM_005296	X	78003205	78012578
GPR22	NM_005295	7	107110501	107116125
C5orf55	NM_138464	5	441642	443258
TMEM245	NM_032012	9	111777414	111882225
GORASP1	NM_031899	3	39138090	39149130
C1QTNF4	NM_031909	11	47611215	47615961
TEKT3	NM_031898	17	15207128	15244958
C1QTNF2	NM_031908	5	159774774	159797648
P2RY1	NM_002563	3	152552735	152555843
P2RX7	NM_002562	12	121570630	121624354
FCGR2A	NM_001136219	1	161475204	161489360
MKNK2	NM_199054	19	2037469	2051243
MKRN3	NM_005664	15	23810453	23813166
ABCC9	NM_020297	12	21950323	22089628
CDK19	NM_015076	6	110931180	111136412
PDCD11	NM_014976	10	105156411	105206019
MAST1	NM_014975	19	12949258	12985766
DIP2C	NM_014974	10	320129	735608
DPM2	NM_003863	9	130697373	130700763
PIANP	NM_001244014	12	6802956	6810009
KHDC1	NM_001251874	6	73951037	74019938
OR8K1	NM_001002907	11	56113514	56114474
CALHM1	NM_001001412	10	105213143	105218648
OR13C8	NM_001004483	9	107331448	107332411
GDF6	NM_001001557	8	97154557	97173020
H2AFB1	NM_001017990	X	154113316	154689596
CLEC2A	NM_001130711	12	10065825	10084980
MON1A	NM_032355	3	49946301	49967445
RPL7L1	NM_198486	6	42847670	42854731
SH2D6	NM_198482	2	85661917	85664152
VSTM1	NM_198481	19	54544079	54567207
TPRX1	NM_198479	19	48304499	48306861
NKPD1	NM_198478	19	45653007	45663408
CXCL17	NM_198477	19	42932694	42947136
C19orf54	NM_198476	19	41246760	41255828
CT45A3	NM_001017435	X	134883487	134891519
CDH4	NM_001794	20	59827481	60515673
GATA1	NM_002049	X	48644981	48652717
CYP2F1	NM_000774	19	41620352	41634281
CYP2E1	NM_000773	10	135340866	135352620
CABP5	NM_019855	19	48532639	48547311
ZNF492	NM_020855	19	22817125	22850472
KIAA1468	NM_020854	18	59854523	59974355
KIAA1467	NM_020853	12	13197314	13236383
ERO1LB	NM_019891	1	236378421	236445339
PNPLA5	NM_138814	22	44275557	44287893
ZNF865	NM_001195605	19	56124958	56129907
ARL14EPL	NM_001195581	5	115387162	115394827
PRR9	NM_001195571	1	153190059	153191793
GAGE2D	NM_001098407	X	49197562	49233481
GAGE12J	NM_001098406	X	49178515	49185866
SLIT2	NM_004787	4	20255234	20620788
C2CD4D	NM_001136003	1	151810338	151813033
DSTN	NM_001011546	20	17550598	17588652
FYTTD1	NM_032288	3	197476423	197511317
SUGP2	NM_001017392	19	19101696	19144380
KIAA1984	NM_001039374	9	139690789	139702193
HEPACAM2	NM_198151	7	92817898	92855782
LUZP6	NM_001128619	7	135611502	135662204
ARSH	NM_001011719	X	2924653	2951426
XKR9	NM_001011720	8	71581599	71648177
GOLGA6C	NM_001164404	15	75550898	75565796
C19orf71	NM_001135580	19	3539154	3544028
SMIM13	NM_001135575	6	11094265	11138969
C12orf73	NM_001135570	12	104343980	104350993
AGT	NM_000029	1	230838271	230850336
ROBO3	NM_022370	11	124735304	124751370
SNIP1	NM_024700	1	38000049	38019945
C10orf68	NM_024688	10	32856650	33171792
KCNU1	NM_001031836	8	36641841	36793643
GSTCD	NM_001031720	4	106629940	106768882
PCDHGB2	NM_018923	5	140739702	140892546
VWC2L	NM_001080500	2	215276460	215440653
SLC35E4	NM_001001479	22	31031792	31043862
LCN2	NM_005564	9	130911731	130915734
TIGD2	NM_145715	4	90033967	90036052
ANGPTL2	NM_012098	9	129849627	129885044
STAP1	NM_012108	4	68424445	68472616
FBXW2	NM_012164	9	123519253	123555740
CHCHD5	NM_032309	2	113342035	113346617
CNP	NM_033133	17	40118758	40129754
ZIC5	NM_033132	13	100615274	100624178
SEC16B	NM_033127	1	177898241	177939050
PSKH2	NM_033126	8	87060690	87081851
SLC22A16	NM_033125	6	110745891	110797844
CCDC65	NM_033124	12	49297892	49315359
PLCZ1	NM_033123	12	18836109	18890993
CABS1	NM_033122	4	71200670	71202833
ANKRD13A	NM_033121	12	110437234	110477235
NKD2	NM_001271082	5	1009076	1038927
NKD1	NM_033119	16	50582240	50674771
MYLK2	NM_033118	20	30407177	30422500
RBM18	NM_033117	9	125001833	125027143
NEK9	NM_033116	14	75548817	75593778
AMIGO3	NM_198722	3	49754266	49757238
CXXC5	NM_016463	5	139028300	139062680
GAGE1	NM_001040663	X	49363615	49373139
MBD3L4	NM_001164419	19	7037754	7040184
C17orf98	NM_001080465	17	36991340	36997642
USP17L27	NM_001242330	4	9326890	9366447
CDC23	NM_004661	5	137523336	137549032
SDC4	NM_002999	20	43953928	43977064
STX1A	NM_004603	7	73113534	73134017
ZNF829	NM_001037232	19	37379025	37407193
NEXN	NM_144573	1	78354199	78409578
HEXA	NM_000520	15	72635777	72668520
ACVR2B	NM_001106	3	38495789	38534633
ZNF76	NM_003427	6	35227509	35263760
IQCA1	NM_024726	2	237232789	237416178
KIF18B	NM_001264573	17	43002078	43025079
IGSF9B	NM_001277285	11	133778519	133826649
CRYBG3	NM_153605	3	97540883	97663830
SLIRP	NM_001267864	14	78174413	78183941
ZNF839	NM_018335	14	102783713	102809511
OR1S1	NM_001004458	11	57982216	57983194
ZNF142	NM_001105537	2	219502639	219524263
GPR6	NM_005284	6	110300297	110301924
ATP6V0A2	NM_012463	12	124196864	124246301
TIMM8B	NM_012459	11	111955538	111957522
TIMM9	NM_012460	14	58875369	58894232
TIMM13	NM_012458	19	2425621	2427875
TIMM10	NM_012456	11	57295935	57298232
PSD4	NM_012455	2	113931559	113960677
TIAM2	NM_012454	6	155411422	155578857
TBL2	NM_012453	7	72983276	72993013
ARHGAP17	NM_001006634	16	24930711	25026675
TMEM150A	NM_001031738	2	85825669	85829822
CCDC78	NM_001031737	16	772581	776473
SPIN2B	NM_001006681	X	57146114	57147979
ARSI	NM_001012301	5	149675908	149682525
PRAMEF20	NM_001099852	1	13516065	13747803
ITPRIPL2	NM_001034841	16	19125253	19132952
ISX	NM_001008494	22	35462129	35483380
C12orf71	NM_001080406	12	27233989	27235455
SLC35G6	NM_001102614	17	7384720	7386383
ZNF878	NM_001080404	19	12154619	12163782
GXYLT2	NM_001080393	3	72937384	73024522
KIAA1147	NM_001080392	7	141356527	141401953
PPM1N	NM_001080401	19	46001730	46005764
PLIN4	NM_001080400	19	4502191	4517716
OR7G2	NM_001005193	19	9212944	9213982
ZNF24	NM_006965	18	32912177	32924426
SWAP70	NM_015055	11	9685627	9774507
CDC5L	NM_001253	6	44355250	44418161
CD70	NM_001252	19	6585849	6591163
LRRC15	NM_001135057	3	194075975	194090472
CBR1	NM_001757	21	37442284	37445462
XRCC6	NM_001469	22	42017294	42060052
CCL21	NM_002989	9	34709001	34710164
THSD7B	NM_001080427	2	137748461	138435287
FN3K	NM_022158	17	80693451	80709073
