Chromosome	Start	End	Gene	Canonical
15	40440952	40468236	BAHD1	NM_014952
15	40470983	40473158	CHST14	NM_130468
15	40531064	40565042	CCDC32	NM_001289132
15	40569298	40574949	RPUSD2	NM_152260
15	40735883	40755336	RMDN3	NM_001323895
15	40695173	40732340	RAD51	NM_133487
15	40807088	40815084	ZFYVE19	NM_001077268
15	40764067	40767708	GCHFR	NM_005258
15	40769979	40772449	C15orf62	NM_001130448
15	40815450	40828708	PPP1R14D	NM_001130143
15	40765160	40807473	DNAJC17	NM_018163
15	40844047	40858207	SPINT1	NM_181642
15	40872213	40874234	RHOV	NM_133639
15	40953470	40956512	CHAC1	NM_024111
15	40929339	40939073	DLL4	NM_019074
15	41182730	41230757	EXD1	NM_001286441
15	41231267	41281885	CHP1	NM_007236
15	41332880	41381046	NUSAP1	NM_016359
15	41387352	41402496	NDUFAF1	NM_016013
15	41309272	41332591	OIP5	NM_007280
15	41493873	41503551	ITPKA	NM_002220
15	41517175	41544257	RPAP1	NM_015540
15	41503636	41513827	LTK	NM_002344
15	41559211	41583589	TYRO3	NM_006293
15	41828091	41837581	JMJD7	NM_001114632
15	41838812	41848148	PLA2G4B	NM_001114633
15	41828084	41848148	JMJD7-PLA2G4B	NM_005090
15	41848145	41894053	SPTBN5	NM_016642
15	41981581	42050703	PLA2G4E	NM_001206670
15	42139033	42156636	PLA2G4F	NM_213600
15	42210451	42273584	TMEM87A	NM_001286487
15	42359500	42412317	CAPN3	NM_000070
15	42495305	42533061	SNAP23	NM_130798
15	42548837	42569992	HAUS2	NM_001323631
15	42537828	42548793	LRRC57	NM_153260
15	43133523	43185143	TMEM62	NM_001347006
15	43197227	43221018	EPB42	NM_000119
15	43185402	43197177	CCNDBP1	NM_012142
15	43330671	43354569	ADAL	NM_001324366
15	43358175	43371043	ZSCAN29	NM_001372080
15	43323648	43330573	LCMT2	NM_014793
15	43276270	43302255	TGM7	NM_052955
15	43403060	43510640	TP53BP1	NM_005657
15	43533461	43590253	PPIP5K1	NM_001354401
15	43517607	43531611	MAP1A	NM_002373
15	43592856	43599406	CKMT1B	NM_020990
15	43599562	43618800	STRC	NM_153700
15	43772621	43776966	ELL3	NM_025165
15	43692785	43699222	CKMT1A	NM_001321927
15	43746437	43773278	PDIA3	NM_005313
15	43800598	43804426	HYPK	NM_016400
15	43827001	43868412	WDR76	NM_024908
15	43804491	43824690	MFAP1	NM_005926
15	43794173	43800097	SERINC4	NM_001258031
15	44537146	44562803	EIF3J	NM_003758
15	44665731	44676888	PATL2	NM_001145112
15	44736527	44767827	TRIM69	NM_182985
15	44711516	44718145	B2M	NM_004048
15	45023194	45077185	SORD	NM_003104
15	45092649	45114172	DUOX2	NM_001363711
15	45117365	45129879	DUOXA1	NM_001276266
15	45167213	45201116	SHF	NM_138356
15	45129993	45165574	DUOX1	NM_017434
15	45114325	45118421	DUOXA2	NM_207581
15	45252233	45277846	SLC28A2	NM_004212
15	45361123	45402227	GATM	NM_001321015
15	45402335	45421415	SPATA5L1	NM_024063
15	45430609	45433339	C15orf48	NM_032413
15	45587559	45609716	BLOC1S6	NM_001311255
15	45631147	45691294	SQOR	NM_001271213
15	48134631	48178295	MYEF2	NM_016132
15	48192037	48203756	CTXN2	NM_001370416
15	48120989	48142671	SLC24A5	NM_205850
15	48331428	48343373	DUT	NM_001025248
15	48878133	48880173	EID1	NM_014335
15	49423241	49488774	FGF7	NM_002009
15	49621047	49656230	DTWD1	NM_020234
15	50241948	50265726	HDC	NM_002112
15	50500561	50546666	USP50	NM_203494
15	51056600	51105276	TNFAIP8L3	NM_207381
15	51723010	51737655	LYSMD2	NM_153374
15	51681352	51721026	SCG3	NM_001165257
15	51938024	51971801	LEO1	NM_001323903
15	52109265	52112775	BCL2L10	NM_001306168
15	52192322	52295804	MYO5C	NM_018728
15	52755054	52790336	ONECUT1	NM_004498
15	55202965	55270399	RAB27A	NM_004580
15	55317183	55319123	PIGBOS1	NM_001308421
15	55355222	55408359	CCPG1	NM_004748
15	55408494	55418796	C15orf65	NM_001198784
15	55319221	55355648	PIGB	NM_004855
15	56428724	56465137	MNS1	NM_018365
15	56630175	56734086	ZNF280D	NM_017661
15	57706713	57717557	POLR2M	NM_015532
15	58138380	58185911	AQP9	NM_020980
15	58879049	58933679	SLTM	NM_024755
15	58987662	59097419	RNF111	NM_001330331
15	59206842	59208586	LDHAL6B	NM_033195
15	59611782	59622723	GCNT3	NM_004751
15	59638061	59657515	GTF2A2	NM_001320930
15	59659145	59689320	BNIP2	NM_001320674
15	60004310	60007443	FOXB1	NM_012182
15	60347150	60397986	ANXA2	NM_001136015
15	62066976	62070917	C2CD4A	NM_207322
15	62163534	62165285	C2CD4B	NM_001007595
15	63148248	63157477	RPS27L	NM_015920
15	63121860	63131467	LACTB	NM_171846
15	63189605	63267774	RAB8B	NM_016530
15	63321377	63381846	CA12	NM_001218
15	63597386	63603432	FBXL22	NM_001367809
15	64072558	64094008	CIAO2A	NM_001289108
15	64095981	64144229	SNX1	NM_003099
15	64151730	64157481	SNX22	NM_024798
15	64155816	64163022	PPIB	NM_000942
15	64364303	64381441	PCLAF	NM_014736
15	64387835	64455303	TRIP4	NM_001321924
15	64687573	64703281	OAZ2	NM_002537
15	64815634	64825647	PIF1	NM_001286496
15	64841914	64868002	PLEKHO2	NM_025201
15	64911901	64958691	ANKDD1A	NM_182703
15	64963021	64989914	SPG21	NM_016630
15	65117378	65133808	PDCD7	NM_005707
15	65076745	65079948	KBTBD13	NM_001101362
15	65053336	65067991	RASL12	NM_016563
15	65092759	65115200	UBAP1L	NM_001163692
15	65045386	65053397	SLC51B	NM_178859
15	65194759	65211473	CILP	NM_003613
15	65148219	65185342	CLPX	NM_006660
15	65327126	65378002	IGDCC3	NM_004884
15	65442466	65517689	DPP8	NM_001320875
15	65578779	65611131	INTS14	NM_001366364
15	65621937	65656260	SLC24A1	NM_004727
15	65869490	65891986	RAB11A	NM_004663
15	66336190	66356685	TIPIN	NM_017858
15	66493467	66497815	SNAPC5	NM_001329614
15	66498014	66504855	RPL4	NM_000968
15	66505325	66550130	ZWILCH	NM_001287821
15	66547178	66565998	LCTL	NM_001278562
15	67521130	67530145	C15orf61	NM_001143936
15	67825508	67834582	SKOR1	NM_001365915
15	68206991	68229728	CLN6	NM_017882
15	68190704	68206110	CALML4	NM_001286694
15	69414348	69448425	KIF23	NM_001367805
15	69452817	69456205	RPLP1	NM_001003
15	70047790	70097917	TLE3	NM_005078
15	70654553	70702282	UACA	NM_001008224
15	70881341	70892433	THAP10	NM_020147
15	70829130	70853818	LARP6	NM_001286679
15	71810553	71814929	NR2E3	NM_016346
15	72118402	72143692	SENP8	NM_001172111
15	72159805	72197787	GRAMD2A	NM_001012642
15	72241180	72272554	PARP6	NM_001323523
15	72284726	72320157	CELF6	NM_052840
15	72398304	72408367	TMEM202	NM_001080462
15	72686206	72738473	BBS4	NM_033028
15	72675797	72686182	HIGD2B	NM_001350932
15	72654696	72667397	GOLGA6B	NM_018652
15	72751293	72783758	ADPGK	NM_001365226
15	73319858	73368958	HCN4	NM_005477
15	73560013	73633389	NPTN	NM_012428
15	73684382	73714511	CD276	NM_001024736
15	73735457	73753351	INSYN1	NM_001384351
15	73873563	73889214	TBC1D21	NM_153356
15	73978925	73992295	STOML1	NM_001324229
15	73926461	73952136	LOXL1	NM_005576
15	73994715	74047822	PML	NM_033238
15	74129373	74136802	ISLR2	NM_001130136
15	74173709	74176871	ISLR	NM_005545
15	74069856	74082550	GOLGA6A	NM_001038640
15	74337761	74366194	CYP11A1	NM_001099773
15	74409288	74433958	SEMA7A	NM_003612
15	74615835	74630201	CLK3	NM_001130028
15	74630557	74696024	EDC3	NM_001142443
15	74812834	74825754	LMAN1L	NM_021819
15	74719541	74725528	CYP1A1	NM_001319217
15	74782083	74803198	CSK	NM_004383
15	74826626	74831797	CPLX3	NM_001030005
15	74748844	74756607	CYP1A2	NM_000761
15	74899991	74906851	FAM219B	NM_020447
15	74890041	74902219	MPI	NM_001330372
15	74843729	74873365	SCAMP2	NM_001320778
15	74919790	74938073	COX5A	NM_004255
15	74954417	74956772	RPP25	NM_017793
15	75023589	75050726	PPCDC	NM_021823
15	74995562	75021495	SCAMP5	NM_001178111
15	75226752	75229690	LOC105376731	NM_001321990
15	75201881	75212169	C15orf39	NM_015492
15	75258557	75273455	GOLGA6C	NM_001164404
15	75347038	75357115	NEIL1	NM_024608
15	75336062	75340273	COMMD4	NM_001321844
15	75282840	75295807	GOLGA6D	NM_001145224
15	75369378	75451690	SIN3A	NM_015477
15	75598082	75626105	SNUPN	NM_001042581
15	75639092	75640224	IMP3	NM_018285
15	75674321	75712848	CSPG4	NM_001897
15	75647911	75662301	SNX33	NM_153271
15	75724040	75727688	ODF3L1	NM_175881
15	75940935	76012424	NRG4	NM_138573
15	75903877	75942511	FBXO22	NM_147188
15	76336772	76342475	ISL2	NM_145805
15	76995125	77037475	PSTPIP1	NM_001321136
15	78092584	78104051	SH2D7	NM_001101404
15	77994984	78077711	TBC1D2B	NM_015079
15	78167467	78234565	ACSBG1	NM_015162
15	78149361	78171941	IDH3A	NM_005530
15	78264144	78282196	DNAJA4	NM_018602
15	78340352	78348225	CRABP1	NM_004378
15	78283235	78299609	WDR61	NM_001303247
15	78438420	78501453	IREB2	NM_001320942
15	78624110	78641210	CHRNB4	NM_000750
15	78565519	78595269	CHRNA5	NM_000745
15	78595308	78620996	CHRNA3	NM_000743
15	78540443	78552412	PSMA4	NM_002789
15	78872889	78898139	MORF4L1	NM_006791
15	78921749	78945098	CTSH	NM_001319137
15	79282721	79298239	ANKRD34C	NM_001146341
15	79311061	79413886	TMED3	NM_001330376
15	79432335	79472302	MINAR1	NM_015206
15	79843546	79897014	MTHFS	NM_006441
15	79843546	79923106	ST20-MTHFS	NM_001199760
15	79960891	79971196	BCL2A1	NM_001114735
15	80152788	80186949	FAH	NM_001374377
15	80975751	80989819	MESD	NM_015154
15	81134269	81149179	CFAP161	NM_173528
15	81309052	81324141	STARD5	NM_181900
15	81331087	81374213	TMC3	NM_001080532
15	82041777	82046018	MEX3B	NM_032246
15	82262817	82284926	SAXO2	NM_001348700
15	82429979	82439386	GOLGA6L9	NM_198181
15	82339995	82349475	GOLGA6L10	NM_001164465
15	82536749	82540457	RPS17	NM_001021
15	82755361	82806069	FSD2	NM_001007122
15	82809627	82836108	WHAMM	NM_001080435
15	82848983	82952720	HOMER2	NM_199330
15	82994816	83011639	C15orf40	NM_144597
15	82986209	82991057	RAMAC	NM_031452
15	83016428	83067252	BTBD1	NM_025238
15	83107644	83137406	TM6SF1	NM_001353882
15	83127752	83207823	HDGFL3	NM_016073
15	83255884	83283457	BNC1	NM_001301206
15	84235772	84245358	GOLGA6L4	NM_001267536
15	84601008	84623716	ZSCAN2	NM_181877
15	84639285	84654283	WDR73	NM_032856
15	84655131	84658199	NMB	NM_021077
15	84817355	84873477	ALPK3	NM_020778
15	85240350	85247187	GOLGA6L3	NM_001310153
15	85759325	85794925	KLHL25	NM_022480
15	88459477	88467388	MRPL46	NM_022163
15	88512480	88546703	DET1	NM_017996
15	88639015	88656483	ISG20	NM_001303236
15	88621339	88632281	AEN	NM_022767
15	88898682	88913168	MFGE8	NM_001310321
15	88877293	88895544	HAPLN3	NM_001307952
15	89209868	89221579	RLBP1	NM_000326
15	89316325	89334824	POLG	NM_002693
15	89471408	89496583	RHCG	NM_016321
15	89575468	89628022	TICRR	NM_152259
15	89664369	89679367	PLIN1	NM_002666
15	89681535	89690754	PEX11A	NM_003847
15	89776331	89778751	MESP2	NM_001039958
15	89749866	89751309	MESP1	NM_018670
15	89690810	89743638	WDR93	NM_020212
15	89784894	89814852	ANPEP	NM_001381923
15	89830598	89893994	AP3S2	NM_005829
15	89895005	89912952	ARPIN	NM_182616
15	89830598	89912952	ARPIN-AP3S2	NM_001199058
15	90083045	90102468	IDH2	NM_002168
15	90265671	90272211	NGRN	NM_001033088
15	90229974	90233941	CIB1	NM_006384
15	90184919	90229679	SEMA4B	NM_020210
15	90234208	90245811	GDPGP1	NM_001322811
15	90352283	90362847	ZNF774	NM_001004309
15	90717345	90816166	BLM	NM_001287248
15	90929967	90932549	HDDC3	NM_001286451
15	90930179	90954093	UNC45A	NM_001039675
15	90884503	90895776	FES	NM_002005
15	90872853	90883457	FURIN	NM_001289824
15	90902381	90922579	MAN2A2	NM_001320977
15	90954875	90963125	RCCD1	NM_033544
15	90998415	91022621	VPS33B	NM_001289149
15	90966042	90994535	PRC1	NM_003981
15	92617448	92655775	FAM174B	NM_207446
15	93206065	93208048	LOC105370980	NM_001365393
15	97960702	97973833	ARRDC4	NM_183376
15	98437161	98514336	FAM169B	NM_182562
15	98968228	99007792	PGPEP1L	NM_001167902
15	99105079	99135593	SYNM	NM_145728
15	99727405	99733437	LYSMD4	NM_152449
15	100566923	100602184	LINS1	NM_001352507
15	100602588	100651699	ASB7	NM_198243
15	100879830	100916625	ALDH1A3	NM_000693
15	101270808	101277485	SELENOS	NM_203472
15	101281509	101295248	SNRPA1	NM_003090
15	101641848	101652381	TM2D3	NM_078474
15	101805719	101806658	OR4F6	NM_001005326
15	101818186	101819125	OR4F15	NM_001001674
15	101922141	101923059	OR4F4	NM_001004195
16	58707130	58734316	GOT2	NM_002080
16	25111741	25178228	LCMT1	NM_016309
16	50315956	50368988	BRD7	NM_001173984
16	6019023	7713340	RBFOX1	NM_001364800
16	2088707	2135898	PKD1	NM_001009944
16	4189373	4242080	SRL	NM_001323668
16	15703134	15857028	MYH11	NM_001040113
16	14672547	14694308	PLA2G10	NM_003561
16	22008110	22084651	MOSMO	NM_001164579
16	20933110	21150846	DNAH3	NM_001347886
16	23835982	24220611	PRKCB	NM_002738
16	18804859	18926408	SMG1	NM_015092
16	23061406	23149270	USP31	NM_020718
16	30407605	30419409	ZNF771	NM_001142305
16	27224993	27268772	NSMCE1	NM_145080
16	28292524	28323849	SBK1	NM_001024401
16	48165772	48244588	ABCC11	NM_032583
16	47154391	47461063	ITFG1	NM_030790
16	53434470	53491648	RBL2	NM_005611
16	57668305	57689378	ADGRG3	NM_170776
16	55509071	55586666	LPCAT2	NM_017839
16	64943752	65122063	CDH11	NM_001308392
16	61647250	62036438	CDH8	NM_001796
16	69187146	69309052	SNTB2	NM_006750
16	74447439	74607114	GLG1	NM_001145667
16	70252297	70289506	AARS1	NM_001605
16	68085369	68229259	NFATC3	NM_004555
16	76277400	76560755	CNTNAP4	NM_001322189
16	81779290	81962685	PLCG2	NM_002661
16	82626968	83800640	CDH13	NM_001220488
16	78099653	79212667	WWOX	NM_016373
16	80597906	80804598	CDYL2	NM_152342
16	89093851	89156233	ACSF3	NM_001243279
16	853635	981613	LMF1	NM_001352018
16	784973	788381	RPUSD1	NM_001369660
16	234820	266093	FAM234A	NM_032039
16	649364	667830	WDR90	NM_145294
16	85385	138673	NPRL3	NM_001077350
16	1510426	1612072	IFT140	NM_014714
16	1827223	1840202	FAHD1	NM_001018104
16	1833985	1872164	MEIOB	NM_001163560
16	1153105	1221767	CACNA1H	NM_021098
16	1309635	1327017	UBE2I	NM_194259
16	1434387	1444489	CCDC154	NM_001143980
16	2223487	2235742	E4F1	NM_001288776
16	2475126	2505728	TBC1D24	NM_001199107
16	2883194	2899382	FLYWCH2	NM_001142500
16	3401214	3406041	ZNF174	NM_001347869
16	3658036	3717524	TRAP1	NM_016292
16	3725054	3880713	CREBBP	NM_004380
16	3501003	3539048	CLUAP1	NM_001330454
16	3962653	4116442	ADCY9	NM_001116
16	4847480	4882401	UBN1	NM_001079514
16	4958329	5019157	SEC14L5	NM_014692
16	4696510	4734271	ANKS3	NM_001324130
16	4425867	4456774	DNAJA3	NM_005147
16	4314760	4339597	GLIS2	NM_001318918
16	4556489	4600317	C16orf96	NM_001145011
16	8712968	8784575	ABAT	NM_000663
16	8892097	8963906	USP7	NM_003470
16	9753407	10182428	GRIN2A	NM_001134407
16	10743785	10769351	NUBP1	NM_001278506
16	10944563	11182186	CLEC16A	NM_015226
16	10877201	10936393	CIITA	NM_001286403
16	11372014	11527247	LOC400499	NM_001370704
16	11750596	11797258	ZC3H7A	NM_014153
16	11927264	11964438	NPIPB2	NM_001355514
16	11976733	12574287	SNX29	NM_032167
16	12901597	13240416	SHISA9	NM_001145204
16	12659798	12803887	CPPED1	NM_018340
16	14071318	14266773	MRTFB	NM_001365412
16	14435700	14630260	PARN	NM_002582
16	15060032	15094272	RRN3	NM_018427
16	14975025	15038332	PDXDC1	NM_015027
16	14937442	14952054	NPIPA1	NM_006985
16	15594386	15643154	MARF1	NM_014647
16	15434587	15588259	BMERB1	NM_033201
16	16376046	16393972	NPIPA8	NM_001282511
16	16232527	16294811	NOMO3	NM_001004067
16	15949615	16143053	ABCC1	NM_004996
16	16232594	16294811	NOMO2	NM_173614
16	16379244	16393972	NPIPA7	NM_001282507
16	17101768	17470960	XYLT1	NM_022166
16	19555702	19701163	VPS35L	NM_001365295
16	19168239	19268332	SYT17	NM_016524
16	19523941	19553406	CCP110	NM_001323570
16	18984286	19063940	TMC7	NM_001160364
16	19716455	19858467	IQCK	NM_153208
16	20028238	20073890	GPR139	NM_001002911
16	20309573	20327513	GP2	NM_001007240
16	20806526	20849665	REXO5	NM_001199053
16	21599475	21657473	METTL9	NM_001077180
16	21663967	21760729	OTOA	NM_144672
16	22092540	22156961	VWA3A	NM_173615
16	22206277	22288738	EEF2K	NM_013302
16	23182744	23216883	SCNN1G	NM_001039
16	23581013	23596316	NDUFAB1	NM_005003
16	23302301	23381294	SCNN1B	NM_000336
16	24845962	24911623	SLC5A11	NM_001352249
16	24610204	24826216	TNRC6A	NM_001351850
16	25691958	26137685	HS3ST4	NM_006040
16	27787527	28063714	GSG1L	NM_001323900
16	28097975	28211965	XPO6	NM_001270940
16	27460612	27549913	GTF3C1	NM_001520
16	27550143	27780342	KATNIP	NM_015202
16	28688557	28735729	EIF3C	NM_001199142
16	28823047	28837237	ATXN2L	NM_007245
16	28553919	28591790	SGF29	NM_138414
16	29871158	29899550	SEZ6L2	NM_201575
16	29483533	29505874	NPIPB12	NM_001355401
16	30923571	30948783	FBXL19	NM_001382779
16	31259974	31332877	ITGAM	NM_001145808
16	31060847	31073502	ZNF668	NM_001172668
16	31713228	31761565	ZNF720	NM_001130913
16	46656131	46689178	VPS35	NM_018206
16	46884678	46931289	GPT2	NM_001142466
16	47461330	47701523	PHKB	NM_001031835
16	48082972	48146770	ABCC12	NM_033226
16	48360535	48365887	SIAH1	NM_001006610
16	50065969	50107272	HEATR3	NM_001329729
16	50153305	50235308	TENT4B	NM_001365324
16	49487524	49856112	ZNF423	NM_001379286
16	50548395	50649249	NKD1	NM_033119
16	50696947	50733073	NOD2	NM_022162
16	53054990	53327497	CHD9	NM_001308319
16	53704155	54121941	FTO	NM_001080432
16	53598152	53703859	RPGRIP1L	NM_015272
16	54918862	54928778	CRNDE	NM_001308963
16	56484385	56520024	BBS2	NM_031885
16	56191488	56348199	GNAO1	NM_138736
16	55656439	55703788	SLC6A2	NM_001043
16	56989556	57083520	NLRC5	NM_001384950
16	56865206	56915850	SLC12A3	NM_000339
16	57092582	57148369	CPNE2	NM_152727
16	57256096	57284672	PLLP	NM_015993
16	57404766	57416063	CCL17	NM_002987
16	56730128	56850286	NUP93	NM_014669
16	57758216	57782369	KIFC3	NM_001318714
16	57882339	57971128	CNGB1	NM_001297
16	58519950	58629826	CNOT1	NM_016284
16	58157907	58198106	CSNK2A2	NM_001896
16	66427294	66495288	BEAN1	NM_001197224
16	66844928	66854146	CA7	NM_001014435
16	66579462	66588274	CMTM2	NM_144673
16	67562525	67639177	CTCF	NM_006565
16	67723069	67806560	RANBP10	NM_001320240
16	67326814	67385204	LRRC36	NM_018296
16	67229388	67247481	FHOD1	NM_001318202
16	68023283	68079319	DUS2	NM_017803
16	67893253	67929676	PSKH1	NM_006742
16	68645309	68700292	CDH3	NM_001793
16	68737291	68835536	CDH1	NM_001317185
16	68539290	68567131	ZFP90	NM_001305206
16	68264525	68301819	SLC7A6	NM_001076785
16	68843530	69085182	TANGO6	NM_024562
16	68358326	68448508	SMPD3	NM_018667
16	70113625	70162537	PDPR	NM_001322117
16	69762331	69941739	WWP2	NM_007014
16	69326427	69339564	COG8	NM_001379261
16	69565965	69704654	NFAT5	NM_138714
16	70375976	70439100	ST3GAL2	NM_006927
16	70579894	70660682	IL34	NM_152456
16	70802083	71230722	HYDIN	NM_001270974
16	70687438	70801158	VAC14	NM_018052
16	70480566	70523554	COG4	NM_001365426
16	72084856	72093620	TXNL4B	NM_001324355
16	71929537	71999978	PKD1L3	NM_181536
16	71644925	71715840	PHLPP2	NM_001289003
16	71429980	71442054	TLE7	NM_001367365
16	72782886	73048128	ZFHX3	NM_006885
16	74871361	74985123	WDR59	NM_030581
16	75228180	75266007	BCAR1	NM_001170714
16	75293709	75433503	CFDP1	NM_006324
16	74999023	75110994	ZNRF1	NM_032268
16	75627723	75647665	KARS1	NM_001130089
16	77199407	77213215	SYCE1L	NM_001129979
16	77282127	77435034	ADAMTS18	NM_001326358
16	77191189	77202398	MON1B	NM_014940
16	77788563	77980107	VAT1L	NM_020927
16	77722491	77742260	NUDT7	NM_001243657
16	81100876	81220394	PKD1L2	NM_052892
16	81445169	81711763	CMIP	NM_198390
16	80966447	80997676	CMC2	NM_001351973
16	81238688	81291142	BCO1	NM_017429
16	82035252	82098534	HSD17B2	NM_002153
16	84368522	84464187	ATP2C2	NM_001286527
16	84009666	84042795	SLC38A8	NM_001080442
16	84145307	84177918	DNAAF1	NM_178452
16	85063211	85094222	KIAA0513	NM_001286565
16	85707517	85751096	C16orf74	NM_206967
16	87949237	88077316	BANP	NM_001384941
16	87406247	87493024	ZCCHC14	NM_015144
16	87602507	87698155	JPH3	NM_020655
16	88715337	88785220	PIEZO1	NM_001142864
16	88570402	88631964	ZC3H18	NM_001294340
16	88453279	88537031	ZFPM1	NM_153813
16	88863333	88870152	PABPN1L	NM_001080487
16	89737548	89816647	FANCA	NM_001286167
16	89508387	89557768	SPG7	NM_001363850
16	89267631	89490561	ANKRD11	NM_001256182
16	89644435	89657708	CHMP1A	NM_002768
16	78224	85844	MPG	NM_002434
16	53827	57669	SNRNP25	NM_024571
16	46406	53608	POLR3K	NM_016310
16	58058	72631	RHBDF1	NM_022450
16	188968	229482	LUC7L	NM_001330420
16	176679	177522	HBA1	NM_000558
16	165977	166764	HBM	NM_001003938
16	152643	154503	HBZ	NM_005332
16	180458	181179	HBQ1	NM_005331
16	172875	173710	HBA2	NM_000517
16	287439	352723	AXIN1	NM_003502
16	268306	275944	RGS11	NM_003834
16	283163	287215	PDIA2	NM_006849
16	366968	370538	MRPL28	NM_006428
16	280590	283010	ARHGDIG	NM_001176
16	370788	381978	PGAP6	NM_021259
16	397741	400754	NME4	NM_001286440
16	425648	523011	RAB11FIP3	NM_001370401
16	401884	412482	DECR2	NM_020664
16	634426	636366	METTL26	NM_001288710
16	589356	629273	RAB40C	NM_001172663
16	569967	584109	PIGQ	NM_004204
16	567004	569495	NHLRC4	NM_001301159
16	641827	648474	MCRIP2	NM_138418
16	527711	554636	CAPN15	NM_005632
16	560393	565529	PRR35	NM_145270
16	630984	634117	WFIKKN1	NM_053284
16	668131	674171	RHOT2	NM_001352289
16	680409	682801	STUB1	NM_001293197
16	760733	768862	MSLN	NM_005823
16	681669	684334	JMJD8	NM_001005920
16	722581	726443	CCDC78	NM_001378030
16	727105	729715	HAGHL	NM_032304
16	715117	719655	METRN	NM_024042
16	729764	740997	CIAO3	NM_001304799
16	676063	678268	RHBDL1	NM_001318733
16	692499	705801	FBXL16	NM_153350
16	721145	722590	ANTKMT	NM_023933
16	684621	690398	WDR24	NM_032259
16	798040	800734	GNG13	NM_016541
16	805442	813861	PRR25	NM_001013638
16	788619	798074	CHTF18	NM_022092
16	981769	986979	SOX8	NM_014587
16	1072755	1081454	SSTR5	NM_001172560
16	1088225	1096244	C1QTNF8	NM_207419
16	1240704	1242554	TPSAB1	NM_003294
16	1256068	1259008	TPSD1	NM_012217
16	1221650	1225268	TPSG1	NM_012467
16	1228335	1230184	TPSB2	NM_024164
16	1431077	1434441	PERCC1	NM_001365310
16	1363204	1414704	UNKL	NM_001372107
16	1419751	1420747	C16orf91	NM_001272051
16	1334503	1349441	BAIAP3	NM_003933
16	1349239	1351878	TSR3	NM_001001410
16	1351930	1364113	GNPTG	NM_032520
16	1493359	1510454	TELO2	NM_016111
16	1444934	1475028	CLCN7	NM_001287
16	1533665	1555568	TMEM204	NM_024600
16	1485885	1488944	PTX4	NM_001328608
16	1612359	1677908	CRAMP1	NM_020825
16	1678278	1702086	JPT2	NM_144570
16	1773227	1776238	EME2	NM_001257370
16	1807629	1826825	HAGH	NM_005326
16	1790412	1793705	IGFALS	NM_001146006
16	1776711	1782571	SPSB3	NM_080861
16	1706194	1770349	MAPK8IP3	NM_001318852
16	1770319	1771709	NME3	NM_002513
16	1782959	1789186	NUBP2	NM_001284501
16	1771894	1773134	MRPS34	NM_001300900
16	1938228	1943199	MSRB1	NM_016332
16	1911474	1918415	HS3ST6	NM_001009606
16	1943973	1954689	RPL3L	NM_005061
16	1962057	1964826	RPS2	NM_002952
16	1959537	1961975	NDUFB10	NM_004548
16	2047984	2089490	TSC2	NM_000548
16	1997653	2009821	ZNF598	NM_178167
16	2026901	2039026	SLC9A3R2	NM_001130012
16	1984192	1987749	GFER	NM_005262
16	2039819	2047834	NTHL1	NM_002528
16	1978916	1981469	NOXO1	NM_172168
16	2019784	2020755	NPW	NM_001099456
16	1989969	1994275	SYNGR3	NM_004209
16	1966855	1968949	RNF151	NM_001348711
16	1972052	1982919	TBL3	NM_006453
16	2205453	2209453	MLST8	NM_001199174
16	2209252	2211068	BRICD5	NM_182563
16	2148143	2154161	RAB26	NM_001308053
16	2177179	2196605	CASKIN1	NM_020764
16	2211595	2214840	PGP	NM_001042371
16	2155781	2178129	TRAF7	NM_032271
16	2239402	2251587	ECI1	NM_001919
16	2236443	2238711	DNASE1L2	NM_001374
16	2253115	2267886	RNPS1	NM_006711
16	2275880	2340728	ABCA3	NM_001089
16	2471296	2474145	NTN3	NM_006181
16	2429446	2458854	CCNF	NM_001761
16	2460108	2464963	TEDC2	NM_025108
16	2520370	2531417	AMDHD2	NM_015944
16	2538020	2603188	PDPK1	NM_002613
16	2513951	2520218	ATP6V0C	NM_001694
16	2530034	2531408	CEMP1	NM_001048212
16	2712421	2720224	PRSS27	NM_031948
16	2682522	2709030	KCTD5	NM_018992
16	2830171	2832284	ZG16B	NM_145252
16	2817236	2821717	PRSS21	NM_006799
16	2771413	2777280	ELOB	NM_007108
16	2752637	2771412	SRRM2	NM_016333
16	2798469	2805304	PRSS41	NM_001354586
16	2852729	2858170	PRSS22	NM_022119
16	2783952	2787560	PRSS33	NM_001385462
16	2911930	2951208	FLYWCH1	NM_001308068
16	2972807	2980446	PKMYT1	NM_182687
16	2964274	2968380	KREMEN2	NM_172229
16	2969347	2973484	PAQR4	NM_152341
16	3012922	3014505	CLDN9	NM_020982
16	3027681	3036944	BICDL2	NM_001369667
16	3046560	3060723	MMP25	NM_022468
16	3024034	3027750	THOC6	NM_024339
16	3065402	3069530	IL32	NM_001369596
16	3112578	3120517	ZNF205	NM_001278158
16	3022619	3024286	HCFC1R1	NM_001288667
16	3135028	3142804	ZNF213	NM_001134655
16	3088890	3099294	ZSCAN10	NM_032805
16	3020367	3022382	TNFRSF12A	NM_016639
16	3014711	3018183	CLDN6	NM_021195
16	3242026	3256633	MEFV	NM_000243
16	3222324	3235158	ZNF200	NM_003454
16	3188203	3206506	OR1F1	NM_001370641
16	3298807	3305430	TIGD7	NM_033208
16	3370978	3372668	MTRNR2L4	NM_001190476
