Gene	Chromosome	Start	End	Canonical
SLCO4A1	20	62656454	62671893	NM_016354
ZNF785	16	30582559	30585611	NM_152458
WSB2	12	118034195	118062162	NM_018639
EIF1B	3	40309941	40312014	NM_005875
CCL22	16	57358816	57363588	NM_002990
ATP1A3	19	41966936	41994076	NM_001256214
TSPAN1	1	46181107	46185533	NM_005727
CCK	3	42258097	42263630	NM_000729
FPGT	1	74198239	74205832	NM_003838
ZNF319	16	57996516	57998265	NM_020807
CCDC13	3	42708979	42758345	NM_144719
SMARCAL1	2	216414704	216482977	NM_014140
GAGE2A	X	49590650	49596733	NM_001127212
CLCF1	11	67365135	67373539	NM_013246
KRBOX1	3	42938895	42942647	NM_001205272
THEM6	8	142727346	142735439	NM_016647
SLC25A12	2	171785273	171894214	NM_003705
SKP1	5	134157732	134174022	NM_006930
TOPAZ1	3	44242053	44332011	NM_001145030
TRIM59	3	160437971	160439183	NM_173084
PIGF	2	46581477	46615164	NM_173074
LRP8	1	53247017	53327912	NM_004631
KLRC3	12	10412571	10420550	NM_002261
SPSB2	12	6871191	6872901	NM_001319670
KIAA1143	3	44753340	44761602	NM_001320334
KIF15	3	44761865	44852735	NM_020242
ACSM2A	16	20460114	20486678	NM_001308954
CYP27A1	2	218782182	218815030	NM_000784
CDCP1	3	45085637	45146287	NM_022842
AIMP2	7	6009363	6023691	NM_001326609
FYCO1	3	45921764	45984910	NM_024513
MYL4	17	47209422	47223042	NM_001002841
MX2	21	41376906	41408233	NM_002463
VWDE	7	12331182	12403716	NM_001135924
DSG1	18	31318300	31355346	NM_001942
SERPIND1	22	20779312	20787066	NM_000185
ALS2CL	3	46670983	46689440	NM_001190707
PRSS50	3	46712245	46717824	NM_013270
PRSS45	3	46742349	46744755	NM_199183
PRSS42	3	46830403	46834095	NM_182702
RND1	12	48857995	48865767	NM_014470
LSM3	3	14178860	14198116	NM_014463
LSM1	8	38163669	38176320	NM_014462
KIF9	3	47228651	47277374	NM_001134878
IL4	5	132674050	132682587	NM_000589
C7	5	40909610	40981573	NM_000587
FBXO40	3	121620575	121626910	NM_016298
RSL24D1	15	55182151	55196890	NM_016304
TCEAL9	X	103357684	103357999	NM_016303
MT1F	16	56658058	56659164	NM_001301272
MT1G	16	56666878	56667993	NM_001301267
SPINK8	3	48306991	48328341	NM_001080525
FBXW12	3	48372287	48394659	NM_207102
AQP1	7	30911909	30924009	NM_198098
TRUB2	9	128309549	128322408	NM_001329863
HTR3E	3	184097529	184106693	NM_001256613
JPH1	8	74237222	74321287	NM_020647
TMEM39A	3	119431980	119462074	NM_018266
LRRC42	1	53951999	53967939	NM_001256409
NOSIP	19	49555750	49560691	NM_015953
COPZ2	17	48026427	48037777	NM_016429
MLXIP	12	122078853	122141812	NM_014938
VN1R1	19	57455424	57456486	NM_020633
SLC2A4RG	20	63739912	63742990	NM_020062
DNAJB1	19	14515939	14518349	NM_006145
TMEM89	3	48620841	48621756	NM_001008269
CKAP5	11	46744022	46821231	NM_001008938
RAI1	17	17792948	17809981	NM_030665
ZNF275	X	153336679	153347773	NM_001080485
IPCEF1	6	154159827	154265947	NM_001130699
ABCC6	16	1808058	16223434	NM_001171
DOK4	16	57473376	57479507	NM_001330556
PTGDS	9	136977578	136980855	NM_000954
QRICH1	3	49030451	49077017	NM_017730
FXYD1	19	35140079	35142742	NM_001278717
CCDC71	3	49162804	49164208	NM_022903
C3orf84	3	49177635	49191771	NM_001080528
C3orf62	3	49271179	49276872	NM_198562
OPRD1	1	28812383	28863283	NM_000911
RPS7	2	3575609	3580882	NM_001011
HS6ST3	13	96090862	96833198	NM_153456
PRSS35	6	83523441	83524683	NM_001170423
RIPPLY3	21	37006772	37018207	NM_018962
GNL3L	X	54532566	54560602	NM_001184819
NICN1	3	49424832	49429239	NM_032316
PEX2	8	76983260	76984178	NM_001172086
PAX9	14	36662089	36676452	NM_006194
LPO	17	58242979	58267994	NM_006151
PLPP2	19	281387	291336	NM_177543
ACCSL	11	44048036	44059920	NM_001031854
RNF152	18	61815851	61816463	NM_173557
FUT11	10	73772333	73775685	NM_001284194
CAMKV	3	49859317	49862388	NM_024046
ATM	11	108227624	108365508	NM_000051
SHD	19	4280063	4290633	NM_020209
TMEM176B	7	150791530	150796569	NM_014020
WRN	8	31058447	31173102	NM_000553
PPP3R1	2	68180962	68252127	NM_000945
HYAL1	3	50300482	50302956	NM_153281
HTRA3	4	8269968	8306136	NM_053044
OAZ1	19	2269598	2273108	NM_004152
CAMTA2	17	4968705	4987629	NM_001171167
DPAGT1	11	119096997	119101655	NM_001382
ASGR2	17	7101574	7114240	NM_080912
ABCC1	16_KI270853v1_alt	1607733	16141281	NM_004996
TXNIP	1	145993850	145996266	NM_006472
UQCR11	19	1599439	1605409	NM_006830
NUDT8	11	67627945	67629911	NM_181843
CPS1	2	210477763	210677985	NM_001875
STAM2	2	152120573	152175642	NM_005843
DONSON	21	33578306	33588641	NM_017613
FADS6	17	74878330	74893595	NM_178128
RHOT2	16	668199	673606	NM_138769
ADGRL1	19	14150872	14183602	NM_001008701
SFN	1	26863212	26863959	NM_006142
IRF6	1	209788419	209801413	NM_006147
DAGLA	11	61720155	61744489	NM_006133
C15orf39	15	75206048	75211116	NM_015492
OLAH	10	15047288	15073229	NM_018324
ZC3H4	19	47066355	47112584	NM_015168
UBE2O	17	76390942	76453141	NM_022066
GPR45	2	105241858	105242977	NM_007227
KLRD1	12	10308077	10315347	NM_001351060
FAM131B	7	143356549	143362603	NM_001031690
RMND1	6	151405234	151445811	NM_017909
ITIH1	3	52777615	52791911	NM_002215
ITIH3	3	52794803	52808681	NM_002217
ITIH4	3	52813420	52830642	NM_002218
TCEAL7	X	103331403	103331706	NM_152278
PMEL	12	55954213	55966011	NM_006928
ABHD2	15	89116327	89195423	NM_007011
GOLGA8N	15_KI270905v1_alt	251875	32603978	NM_001282494
OR10C1	6_GL000252v2_alt	705150	29440954	NM_013941
DPPA4	3	109327987	109337517	NM_018189
PGRMC1	X	119236363	119243254	NM_006667
WDR45	X	49074802	49078095	NM_007075
FICD	12	108516972	108519475	NM_007076
LRTM1	3	54918458	54927911	NM_020678
SETD1A	16	30958731	30984023	NM_014712
GLI1	12	57463691	57472061	NM_005269
RLF	1	40161399	40240447	NM_012421
C7orf73	7	135662579	135674165	NM_001130929
SPATA12	3	57073694	57074267	NM_181727
TAC3	12	57012378	57015797	NM_013251
CTRC	1	15438464	15446589	NM_007272
ANTXR2	4	79907428	80072560	NM_058172
COL6A1	21	45981850	46004013	NM_001848
DENND6A	3	57628213	57693018	NM_152678
FLNB	3	58008564	58170762	NM_001164317
SNU13	22	41674932	41688796	NM_005008
ABHD6	3	58256586	58293765	NM_001320126
SNAP91	6	83556152	83707927	NM_001256717
ZDHHC6	10	112430803	112445436	NM_001351082
KCTD6	3	58498755	58501632	NM_153331
FAM71D	14	67198161	67225197	NM_173526
SMYD1	2	88067864	88110512	NM_198274
HBG1	11	5248358	5249804	NM_000559
RASA1	5	87268451	87390883	NM_002890
BRICD5	16	2209361	2210833	NM_182563
CABP7	22	29720424	29729569	NM_182527
SPATA46	1	162374047	162376790	NM_182581
RAB13	1	153982098	153986236	NM_001272038
STXBP2	19	7637149	7647810	NM_001272034
PLP1	X	103776995	103790598	NM_001128834
FAM69B	9	136712665	136723774	NM_152421
PPP1R1A	12	54580386	54588488	NM_006741
ZNF563	19	12318593	12333482	NM_145276
MMP21	10	125766661	125775821	NM_147191
PAN2	12	56317608	56333094	NM_001127460
USP17L26	4	9325164	9364721	NM_001242328
USP17L24	4	9325164	9364721	NM_001242327
USP17L27	4	9325164	9364721	NM_001242330
SLF1	5	94628810	94695312	NM_032290
RTL6	22	44496836	44497556	NM_032287
MED10	5	6372502	6378483	NM_032286
DHX36	3	154276170	154324416	NM_020865
HSPA9	5	138556036	138575318	NM_004134
ZNF407	18	74631019	75064468	NM_017757
GXYLT2	3	72888233	72975159	NM_001080393
EBLN2	3	73062081	73062900	NM_018029
MID2	X	107826426	107927073	NM_012216
MLYCD	16	83899144	83915489	NM_012213
TASP1	20	13390359	13630078	NM_001323603
FRG2C	3	75664379	75666041	NM_001124759
CDKN1C	11	116182	2885489	NM_000076
CDK4	12	57748524	57751717	NM_000075
CD40LG	X	136648248	136659415	NM_000074
CREBRF	5	173080775	173133745	NM_153607
CELF5	19	3224739	3293446	NM_001172673
ASB5	4	176215599	176269108	NM_080874
EPHA6	3	96814623	97748701	NM_001080448
CRYBG3	3	97822206	97943314	NM_153605
TRIM34	11	5632331	5643709	NM_021616
ASB3	2	53670502	53765572	NM_001201965
TEX13C	X	125320119	125323101	NM_001195272
OR5K2	3	98497680	98498631	NM_001004737
KCNT1	9	135702258	135792161	NM_020822
FILIP1L	3	99833234	99931020	NM_001042459
MTRNR2L8	11	10508151	10508226	NM_001190702
RPS2	16	1962097	1964625	NM_002952
OAS2	12	112978608	113010484	NM_002535
PSMD11	17	32444523	32480631	NM_001270482
VPS72	1	151176643	151190121	NM_001271087
TESK1	9	35605619	35609742	NM_006285
B3GNT2	2	62222220	62223414	NM_006577
CGRRF1	14	54509959	54538383	NM_006568
AASS	7	122076488	122133726	NM_005763
LHX2	9	124012348	124032707	NM_004789
VAMP3	1	7771383	7779645	NM_004781
CFAP20	16	58114024	58129115	NM_013242
STK39	2	167955495	168247435	NM_013233
C11orf63	11	122885849	122959445	NM_024806
TDP2	6	24650787	24666862	NM_016614
ZPLD1	3	102435114	102477618	NM_001329788
CRYGN	7	151430047	151439917	NM_001308292
ERN2	16	23690830	23713187	NM_033266
RNMT	18	13731517	13762160	NM_003799
H1FOO	3	129543218	129551340	NM_153833
C19orf66	19	10086427	10092302	NM_018381
CAB39L	13	49310813	49382910	NM_001287337
BAGE4	21	10413719	10414915	NM_181704
HHLA2	3	108328303	108377278	NM_007072
MYH15	3	108381544	108529265	NM_014981
ATP13A1	19	19645421	19663666	NM_020410
MED16	19	868100	891131	NM_005481
PIGK	1	77092373	77219402	NM_005482
NUDC	1	26921848	26946181	NM_006600
ENPP1	6	131808035	131890511	NM_006208
PLCXD2	3	111675245	111845869	NM_001185106
PPP1R3E	14	23301435	23302576	NM_001276318
INTS8	8	94823431	94880234	NM_017864
ATP5C1	10	7788207	7807662	NM_001001973
TCEANC2	1	54054422	54096473	NM_153035
TAB3	X	30831426	30859588	NM_152787
HMCN2	9	130265878	130433693	NM_001291815
CFP	X	47624274	47629844	NM_002621
MVB12A	19	17420135	17424993	NM_138401
CD200R1L	3	112815962	112845724	NM_001199215
UMAD1	7	7673371	7877538	NM_001302350
ZNF101	19	19668963	19680300	NM_033204
CFAP44	3	113291556	113433664	NM_001164496
SPICE1	3	113445306	113514838	NM_144718
CLPS	6	35795145	35797288	NM_001252597
TNIP1	5	151030641	151065095	NM_001252385
SMIM22	16	4795734	4796231	NM_001253790
SRA1	5	140550699	140557488	NM_001035235
CRNN	1	152409593	152412233	NM_016190
ACTL6B	7	100643245	100656354	NM_016188
SPTBN5	15	41848615	41893497	NM_016642
CLEC1B	12	9993142	9999100	NM_016509
SMYD2	1	214281254	214336784	NM_020197
TIGIT	3	114294061	114308131	NM_173799
AQP8	16	25217045	25228492	NM_001169
NLK	17	28042873	28194636	NM_016231
MAPK1	22	21769203	21867440	NM_002745
NHLH2	1	115837964	115838372	NM_005599
NKG7	19	51371776	51372535	NM_005601
TBRG1	11	124623083	124632238	NM_032811
SPPL2A	15	50707799	50765533	NM_032802
GPR156	3	120167031	120244098	NM_153002
HGD	3	120628379	120682111	NM_000187
TUSC5	17	1280001	1298264	NM_172367
SETD3	14	99398678	99465805	NM_032233
CNNM3	2	96816277	96832616	NM_017623
ARGFX	3	121570713	121586600	NM_001012659
TRIM49C	11	90035211	90041550	NM_001195234
SMAD2	18	47841826	47896756	NM_001003652
ULBP3	6	150064606	150069066	NM_024518
NPPC	2	231925424	231926249	NM_024409
TLNRD1	15	81002271	81003360	NM_022566
CCDC58	3	122359868	122383224	NM_001308326
WDR5B	3	122414535	122415528	NM_019069
MYRFL	12	69825517	69958531	NM_182530
FAM19A4	3	68733141	68885188	NM_182522
NXPE2	11	114678575	114706930	NM_182495
LRIT1	10	84231926	84241439	NM_015613
CKMT1B	15	43594218	43599273	NM_020990
SLAIN2	4	48341739	48422077	NM_020846
KIAA1468	18	62187505	62305534	NM_001346235
FAM234B	12	13044403	13080630	NM_020853
RDH14	2	18555190	18560572	NM_020905
TTC37	5	95464606	95547150	NM_014639
MRFAP1L1	4	6709245	6709629	NM_203462
C5orf34	5	43486914	43509339	NM_198566
NRROS	3	196654539	196661722	NM_198565
TERT	5	1253727	1294989	NM_198253
CCSER1	4	90308284	91599057	NM_001145065
SPATA31D3	9	81943585	81948007	NM_207416
C1orf174	1	3889959	3900186	NM_207356
ACTRT3	3	169767431	169769520	NM_032487
MRPL38	17	75898849	75904875	NM_032478
HEG1	3	124970651	125055890	NM_020733
SLC12A8	3	125083889	125211349	NM_024628
PPFIA3	19	49127873	49150138	NM_003660
ROPN1B	3	125972054	125983320	NM_001308313
GLRA2	X	14530057	14730485	NM_002063
SCML2	X	18241250	18334071	NM_006089
ALDH1L1	3	126103790	126180968	NM_012190
FBXO2	1	11648693	11654340	NM_012168
LBHD1	11	62663128	62670031	NM_024099
FRMD1	6	168057096	168079094	NM_024919
CHST11	12	104457411	104757803	NM_018413
CHST13	3	126524332	126542578	NM_152889
C3orf22	3	126549867	126553390	NM_152533
TXNRD3NB	3	126572031	126572543	NM_001039783
DUSP16	12	12476832	12521098	NM_030640
UTP15	5	73567344	73580094	NM_032175
DDX19A	16	70346991	70371986	NM_001320526
MEF2B	19	19145796	19150735	NM_001145785
PODXL2	3	127629219	127672480	NM_015720
HLA-DQA2	6_GL000256v2_alt	3935707	32746394	NM_020056
BUD31	7	99411092	99419441	NM_003910
KBTBD12	3	127923061	127984278	NM_207335
HACD1	10	17590363	17617339	NM_014241
DNAJB8	3	128462546	128463245	NM_153330
NPM3	10	101781735	101783390	NM_006993
LRRC23	12	6905633	6914071	NM_001135217
EFCC1	3	129001628	129039848	NM_024768
S100A9	1	153358283	153360838	NM_002965
SLN	11	107707834	107707930	NM_003063
S100A7	1	153457805	153459013	NM_002963
H1FX	3	129315260	129315902	NM_006026
EFCAB12	3	129401592	129428488	NM_207307
SLC7A9	19	32830619	32868534	NM_001243036
ZWINT	10	56358417	56361236	NM_032997
LOC389199	4	7939165	7939981	NM_203423
C2orf48	2	10141882	10210597	NM_182626
NAP1L2	X	73213109	73214492	NM_021963
RAP2A	13	97434470	97464442	NM_021033
HAND2	4	173527276	173529289	NM_021973
ODF3L1	15	75724199	75727540	NM_175881
ALG1L2	3	130082016	130098255	NM_001136152
CDH6	5	31267473	31323308	NM_004932
ZBTB11	3	101651165	101676914	NM_014415
EPM2A	6	145625694	145735498	NM_005670
YDJC	22	21628417	21630014	NM_001017964
ASB9	X	15244505	15269874	NM_001168531
CPNE4	3	131535194	132037609	NM_130808
ACPP	3	132317456	132367822	NM_001099
RSL1D1	16	11837786	11851512	NM_015659
SCN9A	2	166198671	166311756	NM_002977
GPR3	1	27393798	27394791	NM_005281
GPR21	9	123034566	123035616	NM_005294
MXRA7	17	76677587	76710946	NM_001008528
FAM174A	5	100535530	100586184	NM_198507
PTPRF	1	43545075	43622003	NM_002840
OR5P3	11	45904	7825972	NM_153445
PRPF8	17_KI270861v1_alt	80829	1684571	NM_006445
KIF13B	8	29070503	29263034	NM_015254
BFSP2	3	133400083	133474972	NM_003571
TNNI3K	1	74235451	74543982	NM_015978
NDP	X	43949798	43958645	NM_000266
LSM7	19	2321679	2328566	NM_016199
C3orf36	3	133928305	133928803	NM_025041
CEP63	3	134495320	134574891	NM_025180
ZBTB40	1	22489948	22526396	NM_001083621
PTPN7	1	202148605	202161560	NM_002832
B3GALT6	1	1232278	1233268	NM_080605
MUC5B	11	1223123	1261608	NM_002458
SH3TC2	5	149004710	149063022	NM_024577
ARL8A	1	202134466	202144572	NM_138795
SBDS	7	66988370	66995417	NM_016038
COQ7	16	19067664	19078158	NM_016138
MROH8	20	37102686	37179480	NM_152503
ATP6V1H	8	53715963	53841690	NM_015941
EEF1AKMT2	10	124760408	124791833	NM_001304467
PIK3CB	3	138655388	138759343	NM_006219
SERPINB4	18	63637718	63643577	NM_002974
PSMB3	17	2788145	38764167	NM_002795
URB1	21	32314917	32392910	NM_014825
FOXL2NB	3	138947364	138950572	NM_001040061
PRR23A	3	139005467	139006268	NM_001134659
PRR23B	3	139019863	139020661	NM_001013650
PRR23C	3	139043831	139044620	NM_001134657
BIN3	8	22621421	22669051	NM_018688
ZNF446	19	58477218	58489402	NM_017908
SPSB4	3	141066104	141147269	NM_080862
SLIT3	5	168666453	169300709	NM_001271946
VEGFD	X	15346132	15383946	NM_004469
MTMR7	8	17299861	17413292	NM_004686
ATP1B3	3	141876801	141925701	NM_001679
MAP3K12	12	53481181	53487391	NM_001193511
WDR26	1	224389834	224434105	NM_025160
CLDN17	21	30165942	30166617	NM_012131
NOCT	4	139015981	139045474	NM_012118
MBTD1	17	51180575	51225161	NM_017643
DST	6	56459004	56954587	NM_001144769
TRPC1	3	142724559	142806235	NM_001251845
UBE2G1	17	4282834	4366316	NM_003342
PAQR9	3	142962202	142963336	NM_198504
CNOT6	5	180529276	180574200	NM_001303241
IFT27	22	36758310	36775707	NM_001177701
SPIN2A	X	57135820	57136597	NM_019003
ETAA1	2	67397448	67410038	NM_019002
PLSCR2	3	146441791	146495922	NM_001199978
HNRNPCL2	1_KI270766v1_alt	61061	13116400	NM_001136561
MYCT1	6	152697902	152722253	NM_025107
SEC63	6	107871703	107958009	NM_007214
CPB1	3	148827823	148860002	NM_001871
CPA3	3	148865307	148896707	NM_001870
APOC2	19	44948478	44949249	NM_000483
KRTAP1-5	17_JH159146v1_alt	176025	41027155	NM_031957
PCDHGA5	5	141364330	141511173	NM_018918
SPATA9	5	95658622	95682854	NM_001349303
TBC1D13	9	128787353	128807879	NM_018201
LRCH3	3	197791278	197871471	NM_032773
PDE6C	10	93612725	93665418	NM_006204
TYRO3	15	41559257	41578276	NM_006293
DSTYK	1	205147557	205211535	NM_015375
GUCA2B	1	42153450	42155596	NM_007102
ERICH6	3	150659891	150703898	NM_152394
MED12L	3	151086926	151432804	NM_053002
GPR171	3	151198426	151199386	NM_013308
TRAPPC5	19	7682253	7682820	NM_174894
CD300LB	17	74522737	74531350	NM_174892
SLC25A29	14	100292282	100306232	NM_001291813
HCFC1	X	153949346	153970840	NM_005334
C11orf96	11	43942904	43943273	NM_001145033
TREM1	6	41276124	41286655	NM_018643
PDXP	22	37658782	37665871	NM_020315
MNT	17	2386900	2400712	NM_020310
CTNNBIP1	1	9850717	9872064	NM_020248
SCGN	6	25652403	25701335	NM_006998
SLC19A2	1	169465848	169485766	NM_006996
RPL10A	6	35468434	35470750	NM_007104
FOXD4L5	9	65283126	65284377	NM_001126334
SLC2A5	1	9037585	9069536	NM_003039
C19orf71	19	3539177	3544010	NM_001135580
SMIM13	6	11094313	11134602	NM_001135575
C12orf73	12	103951522	103956738	NM_001135570
ELAVL1	19	7963482	7991815	NM_001419
RRM1	11	4095012	4138383	NM_001033
TIPARP	3	156677697	156705131	NM_001184717
LEKR1	3	156829329	157045750	NM_001004316
ZNF777	7	149431775	149456022	NM_015694
NPBWR2	20	10775	64106831	NM_005286
XPO6	16	28098537	28211368	NM_001270940
PQLC2L	3	157553257	157600381	NM_001130002
ZNF136	19	12163203	12188001	NM_001348014
DOPEY1	6	83096977	83168167	NM_001199942
FMO3	1	171092658	171117442	NM_001319173
BCKDHB	6	80106693	80343804	NM_183050
PCED1A	20	2835461	2839912	NM_022760
MMP10	11	102770792	102780591	NM_002425
ZC3H12A	1	37475496	37483611	NM_001323551
FBXW5	9	136940927	136944083	NM_018998
AGT	1	230703140	230710850	NM_000029
ADRB2	5	148826831	148828073	NM_000024
LRP4	11	46858982	46918379	NM_002334
SLC35G1	10	93894033	93901490	NM_001134658
NMD3	3	161222013	161252866	NM_015938
SPTSSB	3	161346092	161346323	NM_001320679
FAR2	12	29270449	29333794	NM_001271783
PSMD6	3	64010667	64023835	NM_001271779
SLITRK3	3	165187896	165190830	NM_001318810
ZBBX	3	167240792	167372901	NM_001199201
MCM6	2	135840834	135876365	NM_005915
SYTL5	X	38033889	38126730	NM_001163335
FAM76B	11	95771560	95789478	NM_144664
C11orf40	11	4571422	4577820	NM_144663
PSMA8	18	26133965	26192411	NM_001308188
SS18	18	26018353	26090569	NM_001007559
RNF4	4	2490493	2513819	NM_001185009
COL4A2	13	110307903	110512191	NM_001846
SETD2	3	47017092	47163924	NM_014159
SUPT4H1	17	58346245	58352135	NM_003168
UBE2N	12	93410038	93441884	NM_003348
EFNA2	19	1286168	1299945	NM_001405
C3orf30	3	119146189	119151292	NM_152539
SLC16A14	2	230037379	230059352	NM_152527
SAMD7	3	169919498	169938506	NM_182610
SLC36A1	5	151458792	151488254	NM_001349740
RASL11B	4	52862507	52865805	NM_023940
MRPL34	19	17305892	17306379	NM_023937
MRPS34	16	1772220	1773119	NM_001300900
GCH1	14	54843038	54902663	NM_000161
SLC2A2	3	170997902	171026670	NM_000340
LARGE1	22	33274426	33761476	NM_004737
PTBP3	9	112220171	112333477	NM_001244898
PHKB	16	47461350	47699366	NM_001031835
TMEM212	3	171843383	171856704	NM_001164436
GHSR	3	172445160	172448413	NM_198407
LCMT2	15	43328428	43330489	NM_014793
DNAL1	14	73645039	73695942	NM_001201366
AIF1L	9	131096629	131120322	NM_001185095
TBL1XR1	3	177025497	177064977	NM_001321194
PPM1G	2	27381598	27409422	NM_177983
KCNE3	11	74457251	74457563	NM_005472
PPIL4	6	149505452	149546005	NM_139126
SPATA3	2	230996233	231002789	NM_139073
CD72	9	35610623	35618303	NM_001782
SMIM10L1	12	366296	11171563	NM_001271592
LOC100129697	16	88940194	88951360	NM_001290330
C10orf126	10	28847240	28880446	NM_001278522
LOC388282	16	57810708	57816223	NM_001278081
TMEM41A	3	185491536	185498961	NM_080652
MIDN	19	1250296	1257272	NM_177401
NKX6-2	10	132784915	132785948	NM_177400
NIPSNAP2	7	55964609	55999072	NM_001483
PKDREJ	22	46256560	46263322	NM_006071
KDM5D	Y	19705994	19744534	NM_001146705
MCF2L2	3	183179379	183427977	NM_015078
FAM53C	5	138341216	138346959	NM_001135647
THEG	19	362199	375970	NM_016585
MAP6D1	3	183817355	183825547	NM_024871
CD44	11	35139303	35229333	NM_000610
CXCL12	10	44372887	44385005	NM_000609
PCSK9	1	55039837	55063584	NM_174936
EIF2B5	3	184135385	184144943	NM_003907
KDM4D	11	94997372	94998944	NM_018039
TMEM255A	X	120260869	120311309	NM_017938
CAMK2N2	3	184260156	184261285	NM_033259
C12orf71	12	27081173	27082483	NM_001080406
KIAA1147	7	29247	141702153	NM_001080392
FOXI2	10	127737273	127738965	NM_207426
FLJ44635	X	72144531	72160252	NM_207422
XKR5	8	6811197	6835493	NM_001289973
ZNF324B	19	58453701	58456579	NM_207395
C11orf87	11	109423633	109424227	NM_207645
DUOXA2	15	45114605	45117909	NM_207581
DEFB132	20	257778	259306	NM_207469
TEX19	17	82362150	82362645	NM_207459
CES2	16	66935443	66944025	NM_003869
NAIF1	9	128063427	128067101	NM_197956
TMTC3	12	88148315	88195649	NM_181783
CALCA	11	14967694	14971192	NM_001033953
C9	5	39285198	39364464	NM_001737
GBA	1_GL383519v1_alt	40017	155241112	NM_001005741
PTGIR	19	46621279	46624225	NM_000960
TBXA2R	19	3594835	3600634	NM_001060
PTGER4	5	40680993	40692378	NM_000958
PTGER1	19	14472559	14474320	NM_000955
HDAC7	12	47783840	47819785	NM_015401
RHOBTB1	10	60871481	60911542	NM_001242359
C3orf70	3	185083006	185152823	NM_001025266
GATA3	10	8055655	8074023	NM_001002295
COL9A2	1	40301181	40317197	NM_001852
SF3B3	16	70526656	70571813	NM_012426
RUSC2	9	35546521	35561382	NM_001135999
RAC1	7	6374735	6402446	NM_018890
NDRG1	8	133238877	133284311	NM_001135242
CATSPER4	1	26190627	26202542	NM_198137
ROBO1	3	78598912	79589911	NM_133631
SYN3	22	32513691	33006662	NM_001135774
RYK	3	134158152	134250654	NM_001005861
RTP1	3	187197515	187200070	NM_153708
WNT5B	12	1631354	1646252	NM_032642
CCL17	16	57413932	57415861	NM_002987
COL4A5	X	108440125	108696378	NM_033380
BSDC1	1	32366621	32394414	NM_001300958
DNAJB12	10	72335809	72354999	NM_001002762
CLDN16	3	190388119	190410036	NM_006580
TMEM207	3	190429594	190449809	NM_207316
GMNC	3	190855294	190862615	NM_001146686
PRPS1L1	7	18026825	18027782	NM_175886
C12orf60	12	14822935	14823673	NM_175874
PYDC2	3	191461162	191461456	NM_001083308
COMMD5	8	144850663	144851338	NM_001287237
MB21D2	3	192798385	192917840	NM_178496
PCDHA4	5	140807187	141009937	NM_018907
EYS	6	63720595	65495410	NM_001292009
HYOU1	11	119045592	119056160	NM_006389
SPATA5L1	15	45402429	45421210	NM_024063
ZBED2	3	111593544	111594201	NM_024508
IRF2BPL	14	77025401	77027792	NM_024496
ATP13A3	3	194405918	194462190	NM_024524
CDC73	1	193122200	193250712	NM_024529
ADIPOR2	12	1754343	1786072	NM_024551
C10orf76	10	101847527	102040114	NM_024541
LRRC15	3	194359297	194363370	NM_001135057
FLOT2	17	28880560	28897574	NM_001330170
ZNF580	19	55642508	55643027	NM_016202
TMEM44	3	194588528	194633215	NM_001166305
FAM43A	3	194686826	194688098	NM_153690
ACAP2	3	195279327	195442847	NM_012287
GSTM3	1	109737070	109740287	NM_000849
INCA1	17	4988404	4994437	NM_001167986
EIF2B2	14	75002990	75009188	NM_014239
CCNA2	4	121817637	121823628	NM_001237
SERPINH1	11	75566349	75572083	NM_001207014
IDUA	4	987084	1004393	NM_000203
ICAM1	19	10271159	10285287	NM_000201
IQCA1L	7	151190979	151205454	NM_001304419
ZDHHC19	3	196198294	196211315	NM_001039617
PSMC2	7	103347711	103368054	NM_002803
ADGRF5	6	46853991	46906762	NM_001098518
SMCO1	3	196507886	196515209	NM_001320473
SENP5	3	196885181	196930923	NM_152699
NLRX1	11	119171403	119183439	NM_001282144
CDH4	20	61252513	61936943	NM_001794
CACNG1	17	67044660	67056271	NM_000727
NDUFA6	22	8527	42090822	NM_002490
CDK5R2	2	218959820	218960924	NM_003936
GPX2	14	64939487	64942726	NM_002083
TMEM177	2	119680853	119681789	NM_001105198
FYTTD1	3	197749971	197781909	NM_032288
SEC11C	18	59139948	59158685	NM_033280
ZNF479	7	57119839	57132324	NM_033273
PCDHA9	5	140848495	141009937	NM_014005
TCF25	16	89873667	89911238	NM_014972
C10orf82	10	116663905	116668312	NM_001350930
WARS2	1	119032910	119140644	NM_201263
PRR3	6_GL000255v2_alt	1812429	30562495	NM_025263
ARFGAP2	11	47165481	47176853	NM_032389
SLC25A15	13	40793226	40809667	NM_014252
PRR31	9	136969367	136972705	NM_001351145
PRR7	5	177455067	177456121	NM_030567
HTD2	3	58317613	58318120	NM_001348712
CDH10	5	24487662	24593490	NM_006727
ZNF34	8	144773265	144780240	NM_001286769
TMEM126B	11	85628607	85636229	NM_001350396
CDC5L	6	44387823	44446711	NM_001253
YAE1D1	7	39566418	39609986	NM_001282446
OIP5	15	41309753	41332561	NM_007280
AREG	4	74445345	74452637	NM_001657
ING2	4	183505195	183510952	NM_001564
CACNA2D1	7	81950391	82443459	NM_000722
MS4A4A	11	60280675	60308178	NM_024021
C14orf132	14	96039500	96086735	NM_001282463
DENND5B	12	31387602	31590832	NM_001308339
MFSD7	4	681957	689127	NM_001294341
RAB32	6	146543871	146554605	NM_006834
CPLX1	4	786500	824522	NM_006651
PDE4B	1	65913314	66372678	NM_001037340
SCGB1C2	17_GL383563v3_alt	77590	138942	NM_001097610
