name	name2	chrom	cdsStart	cdsEnd
NM_198491	FAM92B	chr16	85132790	85145958
NM_198501	SMTNL2	chr17	4495688	4510782
NM_198490	RAB43	chr3	128809938	128840332
NM_198489	CCDC84	chr11	118868907	118886308
NM_001003396	TPD52L1	chr6	125475097	125583989
NM_145872	ASB4	chr7	95115283	95157687
NM_145871	GSTZ1	chr14	77787511	77797538
NM_145869	ANXA11	chr10	81915608	81932617
NM_005254	GABPB1	chr15	50570828	50601995
NM_005253	FOSL2	chr2	28616587	28635315
NM_005252	FOS	chr14	75745685	75748127
NM_015678	NBEA	chr13	35516957	36245128
NM_015686	FAM155B	chrX	68725125	68749799
NM_015687	FILIP1	chr6	76018406	76124688
NM_001142301	TMEM67	chr8	94770775	94828680
NM_001143769	ZNF438	chr10	31133889	31139186
NM_001143768	ZNF438	chr10	31133889	31165963
NM_145331	MAP3K7	chr6	91226219	91296602
NM_001161657	MYB	chr6	135502651	135539118
NM_001174069	LMX1A	chr1	165173116	165324796
NM_001174067	FGFR1	chr8	38271145	38318624
NM_001173977	LRRC16A	chr6	25280023	25619811
NM_001164278	SLC37A4	chr11	118895619	118900079
NM_003206	TCF21	chr6	134210535	134212940
NM_003195	TCEA2	chr20	62694665	62703533
NM_198955	MGAT5B	chr17	74868831	74944920
NM_001278222	C11orf49	chr11	46958280	47183189
NM_001130420	SMARCC2	chr12	56557472	56583245
NM_001130448	C15orf62	chr15	41062693	41063221
NM_001039711	DEDD	chr1	161091936	161094252
NM_001040709	SYPL2	chr1	110009465	110022170
NM_001143890	BSDC1	chr1	32832222	32860015
NM_001167734	VARS2	chr6	30882188	30893987
NM_001177547	SIGLEC6	chr19	52023335	52034902
NM_021109	TMSB4X	chrX	12994380	12994930
NM_020999	NEUROG3	chr10	71332154	71332799
NM_021098	CACNA1H	chr16	1203737	1270994
NM_024717	MCTP1	chr5	94043200	94620279
NM_181599	KRTAP13-1	chr21	31768404	31768923
NM_030976	KRTAP4-6	chr17	39296121	39296739
NM_022061	MRPL17	chr11	6703348	6704527
NM_022059	CXCL16	chr17	4637900	4642691
NM_021959	PPP1R11	chr6	30035187	30037083
NM_022060	ABHD4	chr14	23067215	23079854
NM_021958	HLX	chr1	221053199	221058046
NM_022058	SLC4A10	chr2	162481028	162834244
NM_020932	MAGEE1	chrX	75648323	75651197
NM_024959	SLC24A6	chr12	113737581	113770683
NM_024960	PANK2	chr20	3888817	3903941
NM_025059	CCDC170	chr6	151815263	151939282
NM_025058	TRIM46	chr1	155146442	155156666
NM_024958	NRSN2	chr20	330287	334279
NM_025057	CCDC176	chr14	74486181	74531402
NM_024956	TMEM62	chr15	43426000	43476784
NM_024955	FOXRED2	chr22	36886054	36902469
NM_022552	DNMT3A	chr2	25457147	25536853
NM_025054	VCPIP1	chr8	67546735	67579193
NM_024954	UBTD1	chr10	99258960	99330280
NM_024953	NAA25	chr12	112467334	112546577
NM_001079811	GLB1	chr3	33038536	33114190
NM_001082534	CA10	chr17	49708944	50235146
NM_006162	NFATC1	chr18	77156224	77287530
NM_006161	NEUROG1	chr5	134870666	134871380
NM_013431	KLRC4	chr12	10560251	10562174
NM_013430	GGT1	chr22	25007048	25024806
NM_013427	ARHGAP6	chrX	11156982	11682948
NM_013423	ARHGAP6	chrX	11156982	11272806
NM_013417	IARS	chr9	94973088	95051701
NM_014772	CTIF	chr18	46145936	46385930
NM_001145417	MSL2	chr3	135869988	135871500
NM_001145413	NFE2L2	chr2	178095512	178098996
NM_001145411	CCDC110	chr4	186366655	186392837
NM_001145409	NONO	chrX	70510487	70519926
NM_001145410	NONO	chrX	70511741	70519926
NM_001145408	NONO	chrX	70510487	70519926
NM_001145398	TEF	chr22	41763536	41791964
NM_001145396	ALDH16A1	chr19	49956588	49973724
NM_004525	LRP2	chr2	169985172	170218909
NM_018687	C19orf80	chr19	11350313	11352363
NM_018686	CMAS	chr12	22199237	22218245
NM_018685	ANLN	chr7	36429635	36492209
NM_018684	ZC4H2	chrX	64137662	64196257
NM_018683	RNF114	chr20	48552949	48568678
NM_017458	MVP	chr16	29841870	29859310
NM_017457	CYTH2	chr19	48972764	48982467
NM_017455	NPTN	chr15	73854250	73925556
NM_017451	BAIAP2	chr17	79009054	79090105
NM_001129896	SYTL4	chrX	99931024	99957033
NM_002522	NPTX1	chr17	78444612	78450246
NM_001197221	PDE4D	chr5	58270490	58334700
NM_000343	SLC5A1	chr22	32439268	32506200
NM_001116	ADCY9	chr16	4015775	4165443
NM_213604	ADAMTSL5	chr19	1506013	1510942
NM_001258461	FASTK	chr7	150773811	150777853
NM_001105214	ASH2L	chr8	37964565	37996589
NM_001128212	WDSUB1	chr2	160092543	160139580
NM_001128211	NUDCD1	chr8	110255237	110342064
NM_001128209	SGCD	chr5	155771498	156186401
NM_001128620	PAK1	chr11	77034343	77103565
NM_001128206	SULF1	chr8	70476210	70570770
NM_001165972	NRG3	chr10	83635096	84745361
NM_001004329	DBX2	chr12	45410068	45444710
NM_001024598	HES3	chr1	6304425	6305567
NM_001163809	WDR81	chr17	1628253	1640979
NM_001001991	PAMR1	chr11	35453903	35547133
NM_001039503	PRSS53	chr16	31095110	31100130
NM_001039492	FHL2	chr2	105977739	106002973
NM_001077472	NR1I3	chr1	161199586	161207850
NM_001144933	EFCAB3	chr17	60447649	60493690
NM_001193333	CORO1A	chr16	30196530	30200285
NM_001014985	GLTPD2	chr17	4692306	4693591
NM_001082972	CASC1	chr12	25261689	25347996
NM_001018076	NR3C1	chr5	142661453	142780404
NM_001030015	OPN4	chr10	88414540	88425508
NM_001199509	NCR2	chr6	41303614	41318441
NM_022160	DMRTA1	chr9	22447064	22451910
NM_198944	OR7C1	chr19	14909985	14910948
NM_001270622	SLC16A7	chr12	60098582	60173460
NM_001270960	NOSIP	chr19	50059007	50063948
NM_001270837	CRIP2	chr14	105939584	105945990
NM_001270691	SMOX	chr20	4155702	4168054
NM_001174046	SPAM1	chr7	123593624	123600023
NM_153262	SYT14	chr1	210111609	210334387
NM_020964	EPG5	chr18	43432431	43547205
NM_022787	NMNAT1	chr1	10032131	10042759
NM_022786	ARV1	chr1	231114851	231133009
NM_153338	GGT6	chr17	4461309	4463816
NM_145198	LIPT1	chr2	99778420	99779542
NM_001207011	CNTFR	chr9	34552068	34568979
NM_001207008	MLLT4	chr6	168227812	168370615
NM_001866	COX7B	chrX	77155050	77160758
NM_001865	COX7A2	chr6	75947645	75953546
NM_001864	COX7A1	chr19	36641883	36643309
NM_001001391	CD44	chr11	35160850	35250880
NM_001017423	ALDH18A1	chr10	97366518	97413134
NM_001122824	TACC1	chr8	38645100	38705541
NM_003364	UPP1	chr7	48134380	48147954
NM_003363	USP4	chr3	49315725	49377457
NM_024098	CCDC86	chr11	60609597	60617798
NM_024108	TRAPPC6A	chr19	45666449	45681476
NM_024097	C1orf50	chr1	43232982	43241065
NM_024107	TMUB2	chr17	42266414	42268232
NM_024096	DCTPP1	chr16	30435553	30441301
NM_001143830	GAS2	chr11	22696415	22833562
NM_001143829	CCDC68	chr18	52571588	52610022
NM_003766	BECN1	chr17	40962777	40975895
NM_004179	TPH1	chr11	18042537	18062309
NM_004170	SLC1A1	chr9	4490679	4585558
NM_004189	SOX14	chr3	137483626	137484349
NM_004200	SYT7	chr11	61286098	61348292
NM_006713	SUB1	chr5	32588618	32601190
NM_006712	FASTK	chr7	150773811	150777853
NM_139284	LGI4	chr19	35616096	35625584
NM_139283	PPTC7	chr12	110974841	111020836
NM_139282	RHOXF1	chrX	119243149	119249772
NM_139281	WDR36	chr5	110427986	110462581
NM_139279	MCFD2	chr2	47132601	47136310
NM_139280	ORMDL3	chr17	38078802	38080456
NM_139278	LGI3	chr8	22005672	22014055
NM_139277	KLK7	chr19	51480791	51485655
NM_001202411	ZNF559	chr19	9449225	9452304
NM_001085466	CTNND1	chr11	57563084	57583780
NM_001160301	DPYD	chr1	98186443	98386478
NM_001160259	CNR1	chr6	88853574	88854993
NM_001160258	CNR1	chr6	88853574	88854993
NM_001160234	ATP1A1	chr1	116926716	116947066
NM_001098211	HRH1	chr3	11300723	11302187
NM_001098210	CTNNB1	chr3	41265559	41280833
NM_001100120	ECE2	chr3	183993941	184010026
NM_001206890	CTNND1	chr11	57563084	57583780
NM_001130716	PLAC8	chr4	84015839	84029074
NM_001130715	PLAC8	chr4	84015839	84029074
NM_006409	ARPC1A	chr7	98930976	98963552
NM_014297	ETHE1	chr19	44011001	44031329
NM_014306	C22orf28	chr22	32783978	32808143
NM_005159	ACTC1	chr15	35082612	35087009
NM_014300	SEC11A	chr15	85213249	85259306
NM_014290	TDRD7	chr9	100190747	100258165
NM_014288	ITGB3BP	chr1	63912477	63988804
NM_014287	NOMO1	chr16	14927708	14989502
NM_001099271	POC5	chr5	74970259	75008762
NM_001098622	NANOS3	chr19	13988062	13991317
NM_001098621	TMEM251	chr14	93651732	93653016
NM_001256892	SRI	chr7	87837803	87856229
NM_174855	IDH3B	chr20	2639087	2644834
NM_173872	CLCN3	chr4	170557079	170641216
NM_000689	ALDH1A1	chr9	75516123	75567916
NM_001146116	DIP2A	chr21	47879044	47987535
NM_001142704	FAM111B	chr11	58891660	58893775
NM_001142703	FAM111B	chr11	58891660	58893775
NM_001142702	DLG2	chr11	83170860	83344324
NM_004990	MARS	chr12	57881873	57910364
NM_006706	TCERG1	chr5	145826912	145890205
NM_018486	HDAC8	chrX	71549903	71792611
NM_004106	FCER1G	chr1	161185111	161188733
NM_003996	GPX5	chr6	28493790	28500159
NM_005310	GRB7	chr17	37898554	37903150
NM_005299	GPR31	chr6	167570359	167571319
NM_004909	CSAG2	chrX	151877052	151877594
NM_005298	GPR25	chr1	200842165	200843251
NM_005297	MCHR1	chr22	41075449	41077932
NM_005296	LPAR4	chrX	78010366	78011479
NM_005295	GPR22	chr7	107114505	107115807
NM_138464	C5orf55	chr5	442577	442937
NM_031912	SYT15	chr10	46961969	46970448
NM_032012	TMEM245	chr9	111782739	111882193
NM_031911	C1QTNF7	chr4	15437367	15444423
NM_032011	PCDHGA3	chr5	140723600	140726090
NM_031899	GORASP1	chr3	39139726	39149032
NM_031909	C1QTNF4	chr11	47611372	47612362
NM_032009	PCDHGA2	chr5	140718538	140721010
NM_031910	C1QTNF6	chr22	37578227	37584253
NM_031898	TEKT3	chr17	15207252	15234902
NM_031908	C1QTNF2	chr5	159776174	159797644
NM_001201539	ARSF	chrX	2986141	3030597
NM_001198798	ASCC1	chr10	73857091	73973056
NM_002563	P2RY1	chr3	152553571	152554693
NM_002562	P2RX7	chr12	121570773	121622605
NM_002832	PTPN7	chr1	202117733	202129935
NM_021642	FCGR2A	chr1	161475257	161487938
NM_024598	USB1	chr16	58035387	58054149
NM_001080146	CT47A1	chrX	120073864	120075618
NM_001080146	CT47A1	chrX	120078724	120080478
NM_001080146	CT47A1	chrX	120083585	120085339
NM_198954	NUDT1	chr7	2282626	2290636
NM_199054	MKNK2	chr19	2039611	2050850
NM_198953	NUDT1	chr7	2284209	2290636
NM_199053	TRAPPC11	chr4	184585020	184633775
NM_001080146	CT47A1	chrX	120117629	120119383
NM_001136219	FCGR2A	chr1	161475257	161487938
NM_001142422	MORF4L2	chrX	102931088	102931955
NM_001142421	MORF4L2	chrX	102931088	102931955
NM_001142420	MORF4L2	chrX	102931088	102931955
NM_001142423	MORF4L2	chrX	102931088	102931955
NM_005664	MKRN3	chr15	23810929	23812453
NM_006163	NFE2	chr12	54686157	54689032
NM_020297	ABCC9	chr12	21953977	22089608
NM_015076	CDK19	chr6	110935737	111136339
NM_014976	PDCD11	chr10	105158183	105205306
NM_015075	IQSEC2	chrX	53264352	53310703
NM_014975	MAST1	chr19	12949386	12985684
NM_014974	DIP2C	chr10	323264	735518
NM_001161560	TNIK	chr3	170781669	171177852
NM_003863	DPM2	chr9	130698000	130700099
NM_016220	ZNF107	chr7	64152319	64169034
NM_021967	SERF1A	chr5	69321278	69337567
NM_024979	MCF2L	chr13	113656224	113751173
NM_025078	PQLC1	chr18	77663975	77710926
NM_001079882	PRKD2	chr19	47177779	47214203
NM_001079823	LAMA2	chr6	129204390	129837492
NM_001042432	CLN3	chr16	28488836	28503080
NM_001082579	RBFOX2	chr22	36140251	36424473
NM_001244014	PIANP	chr12	6804591	6807227
NM_001251874	KHDC1	chr6	73951251	74019437
NM_001002907	OR8K1	chr11	56113514	56114474
NM_001001412	CALHM1	chr10	105215018	105218508
NM_001004483	OR13C8	chr9	107331448	107332411
NM_001001557	GDF6	chr8	97156790	97172920
NM_001001556	GALK2	chr15	49448193	49620356
NM_001001555	GRB10	chr7	50660648	50742320
NM_001001551	IDNK	chr9	86238086	86258695
NM_001001550	GRB10	chr7	50660648	50742320
NM_001001549	GRB10	chr7	50660648	50800019
NM_001007792	NTRK1	chr1	156785621	156851434
NM_001008225	CNOT4	chr7	135073545	135123079
NM_001017990	H2AFB1	chrX	154113324	154113672
NM_001017990	H2AFB1	chrX	154610435	154610783
NM_001017990	H2AFB1	chrX	154689240	154689588
NM_001014838	CUTA	chr6	33384426	33385445
NM_001014837	CUTA	chr6	33384426	33385445
NM_001014834	PAK4	chr19	39660193	39669219
NM_001014832	PAK4	chr19	39660193	39669219
NM_001130711	CLEC2A	chr12	10066164	10084928
NM_001130699	IPCEF1	chr6	154480962	154587081
NM_001130710	LSM5	chr7	32526872	32528915
NM_001130698	TRPC3	chr4	122800890	122872835
NM_001130708	C14orf93	chr14	23456423	23468232
NM_001130706	C14orf93	chr14	23456423	23468232
NM_001136032	KLK11	chr19	51525800	51528887
NM_001136031	ATG7	chr3	11340169	11596317
NM_001141980	TP53BP1	chr15	43699580	43785241
NM_001141979	TP53BP1	chr15	43699580	43785241
NM_001142502	PPP1R13L	chr19	45883447	45901576
NM_001142501	MON1A	chr3	49946446	49967319
NM_001142500	FLYWCH2	chr16	2946450	2949150
NM_001199291	HSD17B4	chr5	118788448	118877689
NM_198486	RPL7L1	chr6	42847675	42854202
NM_198484	ZNF621	chr3	40567331	40574581
NM_198482	SH2D6	chr2	85662078	85663705
NM_198481	VSTM1	chr19	54544214	54567031
NM_198480	ZNF615	chr19	52496132	52506964
NM_198479	TPRX1	chr19	48305031	48306790
NM_198478	NKPD1	chr19	45655195	45663408
NM_198477	CXCL17	chr19	42933035	42946984
NM_198476	C19orf54	chr19	41248337	41255708
NM_001007239	METTL13	chr1	171751107	171765896
NM_001017435	CT45A3	chrX	134887232	134891326
NM_001017434	PGBD2	chr1	249211536	249212562
NM_001006613	WBP5	chrX	102612612	102612927
NM_001161425	ZNF610	chr19	52852425	52870020
NM_001161407	NDFIP2	chr13	80055338	80125255
NM_001161404	LIMS2	chr2	128396855	128415132
NM_001161403	LIMS2	chr2	128396855	128432598
NM_001161376	C6orf136	chr6	30615008	30620692
NM_001171906	NUDT16	chr3	131100648	131101435
NM_001172430	AMPD3	chr11	10483066	10527431
NM_001172557	GOLGA3	chr12	133360611	133398714
NM_001172517	SATB2	chr2	200136933	200320760
NM_001794	CDH4	chr20	59827569	60512001
NM_002049	GATA1	chrX	48649516	48652571
NM_000786	CYP51A1	chr7	91742978	91763678
NM_000774	CYP2F1	chr19	41622093	41633987
NM_000773	CYP2E1	chr10	135340899	135352468
NM_173842	IL1RN	chr2	113885201	113890448
NM_019855	CABP5	chr19	48533813	48547179
NM_020855	ZNF492	chr19	22836201	22848067
NM_019854	PRMT8	chr12	3600791	3702348
NM_020854	KIAA1468	chr18	59854738	59972767
NM_020853	KIAA1467	chr12	13197337	13233564
NM_019891	ERO1LB	chr1	236381815	236445083
NM_001033549	BABAM1	chr19	17379615	17389857
NM_182801	EGFLAM	chr5	38451444	38464088
NM_001190892	PDYN	chr20	1960968	1963730
NM_001190900	PDYN	chr20	1960968	1963730
NM_001190882	ORC4	chr2	148693078	148730310
NM_001190881	ORC4	chr2	148693078	148716408
NM_001190879	ORC4	chr2	148693078	148733527
NM_001177676	GPR68	chr14	91700296	91701394
NM_001177675	PNPLA5	chr22	44276674	44287760
NM_001195605	ZNF865	chr19	56124984	56128164
NM_001195581	ARL14EPL	chr5	115387162	115394644
NM_001195577	TRPC5OS	chrX	111145077	111145413
NM_001195571	PRR9	chr1	153190620	153190971
NM_001098407	GAGE2D	chrX	49198718	49223849
NM_001098407	GAGE2D	chrX	49208271	49214326
NM_001098407	GAGE2D	chrX	49227293	49233387
NM_001098406	GAGE12J	chrX	49179672	49185772
NM_001098403	ZBTB21	chr21	43411003	43414204
NM_001098402	ZBTB21	chr21	43411003	43414204
NM_001256238	PGAP2	chr11	3832489	3846350
NM_001098272	HMGCS1	chr5	43291232	43299067
NM_004790	SLC22A6	chr11	62744265	62752162
NM_004788	UBE4A	chr11	118235795	118267155
NM_004787	SLIT2	chr4	20255438	20620632
NM_001136131	APP	chr21	27253980	27484415
NM_001136129	APP	chr21	27253980	27542938
NM_001136012	FXYD3	chr19	35610280	35614361
NM_001136011	FXYD3	chr19	35610280	35614361
NM_001136130	APP	chr21	27253980	27542938
NM_001136009	FXYD3	chr19	35610280	35612238
NM_001136010	FXYD3	chr19	35610280	35612238
NM_001136008	FXYD3	chr19	35610280	35613862
NM_001136007	FXYD3	chr19	35608209	35614361
NM_001136006	GART	chr21	34876430	34911621
NM_001136005	GART	chr21	34876430	34911621
NM_001136004	MICAL3	chr22	18347419	18389578
NM_001136003	C2CD4D	chr1	151810403	151811465
NM_001136001	ABL2	chr1	179079939	179198532
NM_001136000	ABL2	chr1	179076852	179112179
NM_001011546	DSTN	chr20	17581430	17587791
NM_001011544	MAGEA11	chrX	148770635	148798436
NM_001011543	MAGEA10	chrX	151302982	151304092
NM_001011537	FYTTD1	chr3	197482680	197508780
NM_001011516	PDLIM5	chr4	95376439	95508233
NM_001011515	PDLIM5	chr4	95376439	95508233
NM_001011513	PDLIM5	chr4	95376439	95585218
NM_001005409	SF3A1	chr22	30730582	30752781
NM_001017404	LGR6	chr1	202183282	202288335
NM_001017403	LGR6	chr1	202163117	202288335
NM_001017392	SUGP2	chr19	19105174	19141880
NM_001261383	UEVLD	chr11	18554018	18610201
NM_001032284	TMPO	chr12	98909645	98941636
NM_001032283	TMPO	chr12	98909645	98941636
NM_001039374	KIAA1984	chr9	139690849	139702142
NM_001039372	HEPACAM2	chr7	92818579	92855759
NM_001128619	LUZP6	chr7	135612021	135612198
NM_001128611	USP8	chr15	50731270	50791285
NM_014570	ARFGAP3	chr22	43193593	43253188
NM_001011719	ARSH	chrX	2924653	2951426
NM_001011720	XKR9	chr8	71593293	71646659
NM_001011722	ARHGEF10L	chr1	17907090	18023875
NM_001136214	CLEC18A	chr16	69985269	69997514
NM_001146006	IGFALS	chr16	1840600	1843653
NM_001007469	HCST	chr19	36393495	36395062
NM_017787	WBP1L	chr10	104536147	104573088
NM_017786	SYBU	chr8	110587134	110656888
NM_001143957	GPR63	chr6	97246347	97247607
NM_001164404	GOLGA6C	chr15	75550939	75562540
NM_001164393	MTF2	chr1	93580264	93602584
NM_001164392	MTF2	chr1	93545083	93602584
NM_001164391	MTF2	chr1	93580264	93602584
NM_001164389	RAPGEF6	chr5	130771643	130970723
NM_001135590	ZNF577	chr19	52375784	52383635
NM_001135589	GDAP2	chr1	118420585	118462980
NM_001135586	C5orf24	chr5	134190590	134191157
NM_001135585	SLC2A5	chr1	9101679	9129595
NM_001135580	C19orf71	chr19	3539175	3544008
NM_001135575	SMIM13	chr6	11094546	11134835
NM_001135570	C12orf73	chr12	104345300	104350516
NM_001135565	HDHD1	chrX	6968336	7066154
NM_001135564	HSF2	chr6	122720882	122753365
NM_001135557	DYNC1I1	chr7	95434041	95726905
NM_001135556	DYNC1I1	chr7	95434041	95726905
NM_001135555	EPB41L2	chr6	131179275	131277625
NM_001135554	EPB41L2	chr6	131179275	131277625
NM_001204070	ANKS1B	chr12	99139516	99548270
NM_001204069	ANKS1B	chr12	99139516	99548270
NM_000029	AGT	chr1	230838886	230846596
NM_000027	AGA	chr4	178352861	178363529
NM_022370	ROBO3	chr11	124735473	124751146
NM_024700	SNIP1	chr1	38003348	38019830
NM_024689	CXorf36	chrX	45023443	45060071
NM_024688	C10orf68	chr10	32873189	33165321
NM_001031850	PSG6	chr19	43406563	43421944
NM_001031836	KCNU1	chr8	36641928	36793438
NM_001031804	MAF	chr16	79632677	79633799
NM_001031803	LLGL2	chr17	73539507	73570959
NM_001003408	ABLIM1	chr10	116196018	116444112
NM_001048181	OPN1MW2	chrX	153448166	153461531
NM_001005368	ZNF32	chr10	44139497	44141581
NM_001005367	TTYH1	chr19	54926726	54947546
NM_001270460	ST3GAL3	chr1	44201933	44395893
NM_001012959	DISC1	chr1	231762613	232002324
NM_001206984	METTL23	chr17	74725792	74729768
NM_001031721	ZNF613	chr19	52439473	52448990
NM_001031720	GSTCD	chr4	106638770	106766734
NM_001042384	CEP63	chr3	134214162	134293733
NM_002012	FHIT	chr3	59737951	60522695
NM_018924	PCDHGB3	chr5	140749961	140890740
NM_018923	PCDHGB2	chr5	140739702	140890740
NM_001080500	VWC2L	chr2	215278917	215440544
NM_001001479	SLC35E4	chr22	31032437	31043018
NM_001100398	RAP1GAP2	chr17	2699821	2935713
NM_005767	LPAR6	chr13	48985524	48986559
NM_005766	FARP1	chr13	98865496	99100571
NM_005564	LCN2	chr9	130911804	130915398
NM_145715	TIGD2	chr4	90034125	90035703
NM_003436	ZNF135	chr19	58571370	58579829
NM_012098	ANGPTL2	chr9	129851217	129871010
NM_012108	STAP1	chr4	68424527	68472075
NM_012097	ARL5A	chr2	152659789	152684690
NM_012164	FBXW2	chr9	123526836	123550536
NM_012163	LRRC29	chr16	67241507	67244091
NM_020908	TLE3	chr15	70342435	70389137
NM_032295	SLC37A3	chr7	140035062	140082326
NM_032309	CHCHD5	chr2	113342224	113346466
NM_033136	FGF1	chr5	141975035	141993692
NM_033135	PDGFD	chr11	103780421	104034655
NM_033133	CNP	chr17	40118902	40125942
NM_033132	ZIC5	chr13	100617630	100623929
NM_032166	ATRIP	chr3	48488249	48506953
NM_033130	SIGLEC10	chr19	51914352	51920835
NM_033128	SCIN	chr7	12662500	12692340
NM_033127	SEC16B	chr1	177898992	177937116
NM_033126	PSKH2	chr8	87060690	87081851
NM_033125	SLC22A16	chr6	110746075	110797777
NM_033124	CCDC65	chr12	49298119	49315226
NM_033123	PLCZ1	chr12	18836172	18890305
NM_033122	CABS1	chr4	71200756	71201944
NM_033121	ANKRD13A	chr12	110437493	110475359
NM_033120	NKD2	chr5	1009172	1038488
NM_033119	NKD1	chr16	50582464	50667692
NM_033118	MYLK2	chr20	30407383	30421600
NM_033117	RBM18	chr9	125004162	125023771
NM_033116	NEK9	chr14	75551266	75593624
NM_033115	TBCK	chr4	106967726	107230117
NM_198722	AMIGO3	chr3	49755383	49756898
NM_016463	CXXC5	chr5	139060108	139062492
NM_001040663	GAGE1	chrX	49364777	49370618
NM_001164419	MBD3L4	chr19	7037871	7040155
NM_001042782	TNNT3	chr11	1944104	1959722
NM_001080465	C17orf98	chr17	36991441	36997642
NM_001142277	APLP2	chr11	129939872	130013343
NM_001077506	TAC4	chr17	47916003	47925379
NM_001077505	TAC4	chr17	47916003	47925379
NM_001077494	NFKB2	chr10	104155716	104162133
NM_001099413	KAT6A	chr8	41789722	41906495
NM_001099412	KAT6A	chr8	41789722	41906495
NM_001242819	DEF8	chr16	90020660	90032371
NM_001242854	ARFIP2	chr11	6498342	6501651
NM_001242331	USP17L28	chr4	9355363	9356956
NM_001242331	USP17L28	chr4	9364854	9366447
NM_001242330	USP17L27	chr4	9326890	9328483
NM_001242850	RNF146	chr6	127601483	127608838
NM_001242330	USP17L27	chr4	9331636	9333229
NM_001242330	USP17L27	chr4	9336383	9337976
NM_001242330	USP17L27	chr4	9341128	9342721
NM_001242330	USP17L27	chr4	9345873	9347466
NM_001242330	USP17L27	chr4	9350618	9352211
NM_001242844	RNF146	chr6	127607761	127608838
NM_001242843	ZNF195	chr11	3380347	3394821
NM_001242842	ZNF195	chr11	3380347	3394821
NM_001242841	ZNF195	chr11	3380347	3394821
NM_001242840	GUK1	chr1	228328003	228336553
NM_001242839	GUK1	chr1	228333213	228336398
NM_001242837	AP2A2	chr11	926021	1010625
NM_004661	CDC23	chr5	137524666	137549001
NM_003111	SP3	chr2	174774668	174829899
NM_002999	SDC4	chr20	43955903	43977024
NM_004910	PITPNM1	chr11	67259503	67271651
NM_001174087	NCOA3	chr20	46250991	46282161
NM_001199383	RNF145	chr5	158585677	158630625
NM_001199382	RNF145	chr5	158585677	158634485
NM_001199381	RNF145	chr5	158585677	158634904
NM_001199379	GBF1	chr10	104018695	104142093
NM_001165903	STX1A	chr7	73114801	73133961
NM_001165893	NPAS3	chr14	33408522	34270315
NM_001171979	ZNF829	chr19	37382393	37406856
NM_001171976	CDHR2	chr5	175992353	176022673
NM_001172309	NEXN	chr1	78381791	78408514
NM_001172304	MASTL	chr10	27444355	27475465
NM_000520	HEXA	chr15	72636417	72668313
NM_001106	ACVR2B	chr3	38495813	38524823
NM_003428	ZNF84	chr12	133618053	133635518
NM_003427	ZNF76	chr6	35248928	35263025
NM_003426	ZNF74	chr22	20748918	20761258
NM_001270552	MDK	chr11	46403607	46405044
NM_001270546	AKAP13	chr15	86163322	86287908
NM_001270585	IQCA1	chr2	237233330	237412305
NM_001267550	TTN	chr2	179391738	179669369
NM_001265591	RTN3	chr11	63449108	63525863
NM_001265590	RTN3	chr11	63449108	63525673
NM_001270041	DYDC2	chr10	82122199	82126707
NM_001265589	RTN3	chr11	63449108	63525673
NM_001265587	INSL3	chr19	17927679	17932315
NM_001265577	KIF18B	chr17	43003447	43013712
NM_001268285	LRRC8E	chr19	7963794	7965798
NM_001268284	LRRC8E	chr19	7960488	7965798
NM_001277285	IGSF9B	chr11	133778963	133826649
NM_001269039	SHOC2	chr10	112724116	112771576
NM_001261826	AP3D1	chr19	2102171	2151333
NM_001267870	HSD11B1L	chr19	5684843	5688045
NM_172211	CSF1	chr1	110453645	110467811
NM_001267869	HSD11B1L	chr19	5686996	5687956
NM_001267868	HSD11B1L	chr19	5684043	5687956
NM_001267843	CLOCK	chr4	56301581	56348952
NM_001267822	ZMYND15	chr17	4643843	4649285
NM_153605	CRYBG3	chr3	97541050	97662158
NM_001267866	C7orf57	chr7	48086072	48099869
NM_001267865	C7orf57	chr7	48086072	48099869
NM_001267864	SLIRP	chr14	78174454	78183837
NM_001267863	SLIRP	chr14	78174454	78183904
NM_001267828	ZNF839	chr14	102792381	102808516
NM_001267827	ZNF839	chr14	102792381	102808516
NM_001004458	OR1S1	chr11	57982216	57983194
NM_001165032	RNF182	chr6	13977350	13978094
NM_001098204	HNRNPF	chr10	43882084	43883332
NM_001164831	FXYD6	chr11	117710516	117713491
NM_001105537	ZNF142	chr2	219503061	219521152
NM_001098205	HNRNPF	chr10	43882084	43883332
NM_005284	GPR6	chr6	110300315	110301404
NM_005283	XCR1	chr3	46062437	46063439
NM_012463	ATP6V0A2	chr12	124197112	124242579
NM_012461	TINF2	chr14	24709620	24711538
NM_012459	TIMM8B	chr11	111956018	111957492
NM_012460	TIMM9	chr14	58875751	58878663
NM_012458	TIMM13	chr19	2426945	2427531
NM_012456	TIMM10	chr11	57296189	57297662
NM_012455	PSD4	chr2	113940033	113958992
NM_012454	TIAM2	chr6	155450357	155578255
NM_012453	TBL2	chr7	72984836	72992879
NM_018054	ARHGAP17	chr16	24931450	25026582
NM_173571	CT47A11	chrX	120078724	120080478
NM_001031739	ASB9	chrX	15262627	15287996
NM_001031740	MANEAL	chr1	38259854	38265531
NM_001031738	TMEM150A	chr2	85826198	85829071
NM_001031737	CCDC78	chr16	772769	776367
NM_001031735	IZUMO4	chr19	2096944	2099344
NM_001006682	SPIN2B	chrX	57146285	57147062
NM_001006681	SPIN2B	chrX	57146285	57147062
