gene	canonical	chrom	start	end
KCTD16	NM_020768	5	144170872	144477381
SPRED1	NM_152594	15	38252850	38357249
GRXCR2	NM_001080516	5	145859732	145872968
RNF113A	NM_006978	X	119870531	119871828
IFNL4	NM_001276254	19	39246313	39248856
CXorf38	NM_144970	X	40626920	40647683
CCT8	NM_001282907	21	29056321	29073797
GTF2H2	NM_001515	5	70415373	71067670
NCL	NM_005381	2	231454747	231464494
SPINK1	NM_003122	5	147824579	147839231
C16orf45	NM_033201	16	15434467	15588259
C5orf46	NM_206966	5	147892707	147906538
SPINK5	NM_001127698	5	148063971	148137362
SPINK14	NM_001001325	5	148168545	148175619
SPINK13	NM_001040129	5	148268859	148286210
SPINK9	NM_001040433	5	148335558	148339849
COQ6	NM_182480	14	73949933	73963110
CCDC86	NM_024098	11	60841955	60851088
PPRC1	NM_015062	10	102132993	102150333
TOMM6	NM_001134493	6	41787442	41789896
XG	NM_001141919	X	2752051	2816501
UCN3	NM_053049	10	5365008	5374692
CNTLN	NM_017738	9	17134990	17503923
FMO5	NM_001461	1	147184304	147225638
RHBDF2	NM_024599	17	76470892	76501427
NDUFA8	NM_001318195	9	122132465	122159819
GABRP	NM_014211	5	170783718	170814046
IBSP	NM_004967	4	87799549	87812449
HMGN1	NM_004965	21	39342314	39349121
GABPA	NM_002040	21	25734946	25772460
SLC6A7	NM_014228	5	150189860	150211072
SBSPON	NM_153225	8	73064542	73093272
ABCD3	NM_002858	1	94418376	94518663
SURF1	NM_003172	9	133351804	133356485
TCP11X2	NM_001277423	X	102215300	102471812
RPS11	NM_001015	19	49496364	49499712
BCKDHA	NM_000709	19	41397788	41425005
FAM167A	NM_053279	8	11421463	11466767
MRRF	NM_001346339	9	122264602	122325315
FGF20	NM_019851	8	16992824	17002165
FKBP15	NM_015258	9	113165519	113221361
SLC36A3	NM_001145017	5	151276364	151303773
SLC36A2	NM_181776	5	151314977	151347590
CPE	NM_001873	4	165378941	165498547
S100A11	NM_005620	1	152032505	152037035
DLL1	NM_005618	6	170282205	170290609
NMUR2	NM_020167	5	152391540	152405279
KLHL14	NM_020805	18	32672672	32773011
SERINC1	NM_020755	6	122443347	122471881
GALNT10	NM_198321	5	154190734	154420983
LARP1	NM_015315	5	154712901	154817607
BABAM1	NM_001033549	19	17267375	17279353
RAB11FIP2	NM_001330167	10	118004915	118046884
STK38L	NM_015000	12	27244144	27325957
MRPL18	NM_014161	6	159790445	159798429
TIMD4	NM_138379	5	156919281	156963255
GPR15	NM_005290	3	98531898	98534679
BAG3	NM_004281	10	119651369	119677817
HMGB3	NM_001301228	X	150980507	150990775
BTAF1	NM_003972	10	91923978	92030323
LSM11	NM_173491	5	157743694	157760709
ASCC1	NM_001198799	10	72096031	72216441
KCNH4	NM_012285	17	42156891	42181278
SS18L2	NM_016305	3	42581839	42594998
POLK	NM_001345922	5	75511749	75605819
TRAF2	NM_021138	9	136886512	136926615
ADRA1B	NM_000679	5	159916732	159973010
MAGEB17	NM_001277307	X	16167480	16171393
SMARCA1	NM_003069	X	129446500	129523505
NUP205	NM_001329434	7	135557913	135648751
LRFN3	NM_024509	19	35937119	35945195
ATP10A	NM_024490	15	25678712	25863202
ALDH5A1	NM_170740	6	24494968	24537207
RPL23	NM_000978	17	38850067	38853800
UGT1A6	NM_001072	2	233691674	233773305
RPL7	NM_000971	8	73290638	73293634
TCN1	NM_001062	11	59852807	59866568
ZFP69	NM_001320179	1	40477629	40496343
ATP13A5	NM_198505	3	193275041	193378725
ERAS	NM_181532	X	48826512	48829869
PDE6A	NM_000440	5	149857955	149944793
CPSF6	NM_001300947	12	69239536	69274358
GALNT7	NM_017423	4	173168752	173323967
GPR142	NM_001331076	17	74367505	74372600
MAK16	NM_032509	8	33485166	33501260
KRCC1	NM_016618	2	88027202	88055801
C18orf65	NM_001272093	18	76495520	76498088
TLX3	NM_021025	5	171309283	171312134
KRTAP4-1	NM_033060	17	41184099	41184895
SH3PXD2B	NM_001017995	5	172325180	172454523
LOC101928093	NM_001287812	5	172755502	172762562
RBM3	NM_006743	X	48574352	48581165
PLCD3	NM_133373	17	45111639	45132533
BCL7A	NM_020993	12	122021885	122062044
NMT1	NM_021079	17	45061298	45109014
C5orf47	NM_001144954	5	173989158	174006140
CRISPLD1	NM_031461	8	74984472	75034561
HRH2	NM_022304	5	175658036	175686242
CPLX2	NM_006650	5	175796606	175884020
FAM153B	NM_001265615	5	176063708	176114798
ZCCHC12	NM_173798	X	118823742	118826973
RSPH14	NM_014433	22	23059414	23142054
RNF44	NM_014901	5	176526698	176537420
AICDA	NM_020661	12	8602165	8612867
UGT2B15	NM_001076	4	68646596	68670776
APOL4	NM_030643	22	36189127	36204833
HIBCH	NM_014362	2	190204633	190320045
GPRIN2	NM_014696	10	46549048	46556071
LOC101927503	NM_001323425	11	1049777	1055764
PROKR1	NM_138964	2	68643587	68655576
KLHL18	NM_025010	3	47282839	47346816
TYRP1	NM_000550	9	12693385	12710266
PFN3	NM_001029886	5	177400106	177400636
IGFBP5	NM_000599	2	216672104	216695549
DNASE2B	NM_021233	1	84398531	84415008
ETS2	NM_001256295	21	38805306	38824954
C8orf44-SGK3	NM_001204173	8	66667551	66862022
KRTAP9-1	NM_001190460	17	41189886	41190639
MGRN1	NM_001142290	16	4624823	4690974
HNRNPCL2	NM_001136561	1	13115487	13116854
RMND5B	NM_001288794	5	178130960	178148570
FGFR1OP2	NM_015633	12	26938371	26966648
FEV	NM_017521	2	218981086	218985657
C1QTNF5	NM_015645	11	119338933	119346673
PLEKHH2	NM_172069	2	43637299	43767987
MAPKAPK3	NM_001243926	3	50611861	50649297
RAB11A	NM_004663	15	65869458	65891991
REG1A	NM_002909	2	79120457	79123419
RUFY1	NM_001040451	5	179550560	179610026
RFX1	NM_002918	19	13961529	14006322
C19orf81	NM_001195076	19	50649444	50659310
OSBP	NM_002556	11	59574397	59616144
CAPN1	NM_001198868	11	65181214	65212006
KLF10	NM_001032282	8	102648776	102655902
SMAD5	NM_001001419	5	136132844	136182734
SSPO	NM_198455	7	149776041	149833964
KLF17	NM_173484	1	44118849	44135137
CYP4F22	NM_173483	19	15508524	15552317
TTLL2	NM_031949	6	167325085	167342689
EMILIN2	NM_032048	18	2847029	2914092
HEATR1	NM_018072	1	236549004	236604541
KCNK18	NM_181840	10	117197488	117210299
TIGD4	NM_145720	4	152769353	152779764
OR2Y1	NM_001001657	5	180739122	180740058
BTNL8	NM_024850	5	180899076	180950906
OR2V1	NM_001258283	5	181124356	181125304
OR2V2	NM_206880	5	181154942	181155890
SVEP1	NM_153366	9	110365248	110579880
LYL1	NM_005583	19	13099027	13103160
HS3ST4	NM_006040	16	25692025	26137688
PCGF1	NM_032673	2	74505042	74507694
FUT10	NM_032664	8	33370825	33473146
FAM167B	NM_032648	1	32247216	32248860
LSAMP	NM_001318915	3	115802362	116445538
OR2J2	NM_030905	6	29173533	29174574
PIGX	NM_001166304	3	196712373	196736005
KRTDAP	NM_207392	19	35487323	35490531
POLR3D	NM_001722	8	22245105	22251167
MLX	NM_170607	17	42567059	42573203
GPR152	NM_206997	11	67451300	67452729
IPO13	NM_014652	1	43946805	43968022
OXCT2	NM_022120	1	39769524	39771348
ICE1	NM_015325	5	5422672	5490234
MTMR9	NM_015458	8	11284490	11328145
LOC102724951	NM_001322036	21	5553636	7469008
ABCG5	NM_022436	2	43812471	43838819
C1R	NM_001733	12	7080210	7092447
BRS3	NM_001727	X	136487965	136492439
BPI	NM_001725	20	38304149	38337503
ZNF354C	NM_014594	5	179060414	179083977
ANXA8L1	NM_001098845	10	46375589	46391783
DBT	NM_001918	1	100186921	100249853
LCT	NM_002299	2	135787839	135837180
IFNA2	NM_000605	9	21384254	21385397
FAM217A	NM_173563	6	4068358	4079223
TMED5	NM_001167830	1	93149741	93180689
RNASEL	NM_021133	1	182573633	182589259
ZNF608	NM_020747	5	124636916	124745112
DHX29	NM_001345965	5	55256054	55307722
RLIM	NM_183353	X	74582975	74614626
TCEA1	NM_006756	8	53966553	54022456
GK2	NM_033214	4	79406352	79408218
USP12	NM_182488	13	27066149	27171896
STAB2	NM_017564	12	103587290	103766724
PRPF31	NM_015629	19	54115409	54131719
KLF3	NM_016531	4	38664168	38701508
SYCP2L	NM_001040274	6	10886830	10974308
ADTRP	NM_001143948	6	11713654	11779047
ERP29	NM_006817	12	112013347	112023220
FAM13B	NM_016603	5	137937915	138033113
QSOX1	NM_002826	1	180154832	180198034
FABP1	NM_001443	2	88122988	88128131
OR5L1	NM_001004738	11	55811366	55812476
RSG1	NM_030907	1	16231686	16237164
STMND1	NM_001190766	6	17102257	17131372
MICU2	NM_152726	13	21492688	21604216
S100A1	NM_006271	1	153628396	153632037
RP1	NM_006269	8	54616066	54630834
IFRD2	NM_006764	3	50287731	50292595
PELP1	NM_014389	17	4671383	4704337
QARS	NM_005051	3	49095931	49105129
ZMAT4	NM_024645	8	40530590	40897824
PIWIL2	NM_001330480	8	22275279	22356866
ADAMTS4	NM_005099	1	161189728	161199053
BBS5	NM_152384	2	169479495	169506655
MBOAT1	NM_001080480	6	20099685	20212464
SGCG	NM_000231	13	23180920	23325165
TSSK6	NM_032037	19	19514218	19515660
ALG3	NM_001006941	3	184242328	184249525
CERK	NM_022766	22	46684409	46738255
EFHC1	NM_018100	6	52420195	52495785
IQSEC3	NM_001170738	12	66882	178459
RAB31	NM_006868	18	9708230	9862556
TTC34	NM_001242672	1	2641367	2789665
KLHL3	NM_001257194	5	137617499	137736090
RALY	NM_016732	20	33993651	34083185
ZMYM4	NM_001350139	1	35268966	35421944
SLC17A4	NM_001286121	6	25754698	25781175
SLC17A1	NM_005074	6	25782897	25832059
MAPK6	NM_002748	15	52019213	52066265
GLB1	NM_001317040	3	32996607	33097230
HIST1H2AB	NM_003513	6	26033091	26033568
FAM172A	NM_032042	5	93617724	94111699
CRYAA	NM_000394	21	6560690	43172810
HIST1H2AE	NM_021052	6	26216919	26217483
COL5A2	NM_000393	2	189031914	189179879
HIST1H4G	NM_003547	6	26246610	26246977
HIST1H2BH	NM_003524	6	26251650	26252075
GIP	NM_004123	17	48958555	48968593
RBP2	NM_004164	3	139452883	139476510
DRG1	NM_004147	22	31399552	31434186
LLGL1	NM_004140	17	18225621	18244874
SCGB3A2	NM_054023	5	147878710	147882193
HIST1H2BJ	NM_021058	6	27132315	27132796
HIST1H2AG	NM_021064	6	27133037	27133535
POM121L2	NM_033482	6	27309062	27312232
MYMX	NM_001347931	6	44216938	44218236
MUC22	NM_001198815	6	31005951	31035402
HIST1H2AI	NM_003509	6	27808198	27808667
HIST1H2AJ	NM_021066	6	27814301	27814740
HIST1H2AK	NM_003510	6	27837879	27838339
HIST1H2BN	NM_003520	6	27838661	27839110
HIST1H2AL	NM_003511	6	27865328	27865798
HIST1H1B	NM_005322	6	27866791	27867581
HIST1H2AM	NM_003514	6	27892698	27893185
HIST1H2BO	NM_003527	6	27893424	27893891
STARD3NL	NM_032016	7	38178205	38230671
SMC1A	NM_001281463	X	53374148	53422728
POMP	NM_015932	13	28659003	28678956
UTF1	NM_003577	10	133230273	133231558
OR5V1	NM_030876	6	29355229	29356277
CRYGB	NM_005210	2	208142572	208146153
RNF115	NM_014455	1	145746081	145824123
PSTPIP1	NM_001321136	15	76994679	77037475
MSRB2	NM_012228	10	23095497	23122013
SCEL	NM_144777	13	77535673	77645263
TMEM27	NM_020665	X	15627315	15665031
CACNG4	NM_014405	17	66964863	67033402
VPS16	NM_022575	20	2840696	2866732
YTHDC2	NM_022828	5	113513661	113595287
RPP21	NM_001199120	6	30345128	30346858
CLC	NM_001828	19	39731252	39738029
CKB	NM_001823	14	103519657	103522859
P2RX3	NM_002559	11	57338366	57370076
WDR11	NM_018117	10	120851174	120909526
TUBB	NM_001293212	6	30720200	30725426
FEZF1	NM_001024613	7	122301308	122304511
GPX3	NM_001329790	5	151020411	151028993
DLG2	NM_001351275	11	83455012	85628337
HOXD9	NM_014213	2	176122684	176124917
MKNK1	NM_003684	1	46557406	46604294
SFTA2	NM_205854	6	30931349	30932175
EPS8	NM_004447	12	15620140	15789576
AKAP17A	NM_005088	X	1591592	1602518
GRHPR	NM_012203	9	37422709	37436989
PLA2G1B	NM_000928	12	120322110	120327789
PMPCB	NM_004279	7	103297425	103314686
IQCF3	NM_001085479	3	51826882	51830858
ADGRL4	NM_022159	1	78889763	79006810
KSR2	NM_173598	12	117453011	117968223
RP9	NM_203288	7	33094797	33109390
NOB1	NM_014062	16	69741853	69754968
CLN8	NM_018941	8	1763703	1786570
COL6A5	NM_001278298	3	130345515	130484846
PLEKHH1	NM_020715	14	67533290	67589538
OR7C1	NM_198944	19	14799173	14800136
ACOT12	NM_130767	5	81330127	81394169
HTR3C	NM_130770	3	184053046	184060673
SERPINB2	NM_001143818	18	63887704	63903890
WDHD1	NM_007086	14	54938937	55027101
FERMT1	NM_017671	20	6074844	6123544
GMPPB	NM_013334	3	49721475	49723974
HLA-DRB1	NM_002124	6	32578769	32589836
LOC403312	NM_001301851	11	125495213	125499526
OR6A2	NM_003696	11	6794524	6795908
MRPS2	NM_016034	9	135500630	135504673
CDK15	NM_001261435	2	201806428	201895550
EIF2S1	NM_004094	14	67360316	67386516
SALL2	NM_005407	14	21521080	21537216
HCLS1	NM_005335	3	121631397	121660948
FOXO3	NM_001455	6	108559822	108684768
FOXC1	NM_001453	6	1610445	1613894
EXTL3	NM_001440	8	28701472	28753690
DDX56	NM_019082	7	44565416	44574538
C4orf19	NM_001104629	4	37453929	37593510
PRRT1	NM_030651	6	32148362	32151943
EGFL8	NM_030652	6	32164604	32168285
CRYGA	NM_014617	2	208160739	208163573
PSME4	NM_014614	2	53864066	53970840
GOLGB1	NM_001256487	3	121663198	121749767
FGF18	NM_003862	5	171419662	171457626
OR7C2	NM_012377	19	14941488	14942448
NKAIN3	NM_001304533	8	62248941	62966472
NUP50	NM_007172	22	45163844	45188009
CXCL6	NM_002993	4	73836555	73838760
CLEC11A	NM_002975	19	50723347	50725724
SMARCC1	NM_003074	3	47585887	47781915
NCOR1	NM_006311	17	16030093	16215560
GJA3	NM_021954	13	20138255	20161044
DUS1L	NM_022156	17	82057871	82065821
TSPYL2	NM_022117	X	53082359	53088546
UBE2R2	NM_017811	9	33817183	33920403
FA2H	NM_024306	16	74712957	74774831
RCN1	NM_002901	11	32090930	32105726
SLC27A5	NM_012254	19	58498332	58512065
PITX1	NM_002653	5	135027733	135034274
PIP	NM_002652	7	143132080	143139741
DHODH	NM_001361	16	72008743	72025417
ZDHHC17	NM_015336	12	76764073	76853694
GDF5	NM_001319138	20	35433348	35454746
SMDT1	NM_033318	22	42079690	42084284
SAP25	NM_001348677	7	100572229	100573820
HOOK2	NM_013312	19	12763002	12775620
TCP11	NM_001261820	6	35118070	35141410
LIPH	NM_139248	3	185507781	185552581
FANCE	NM_021922	6	35452360	35467104
CAMK1	NM_003656	3	9757344	9769984
CYP2E1	NM_000773	10	133527362	133539116
GABRB2	NM_021911	5	161288428	161548124
EPO	NM_000799	7	100720799	100723701
LIX1L	NM_153713	1	145933423	145958019
CLPSL2	NM_001286550	6	35776593	35779552
ESPN	NM_031475	1	6424787	6460944
RIOK1	NM_001348194	6	7389828	7418037
ACOT13	NM_001160094	6	24667034	24705067
CISD1	NM_018464	10	58269101	58289259
PUS1	NM_025215	12	131929199	131943861
BCL2L10	NM_001306168	15	52109265	52112775
LPAR6	NM_005767	13	48411045	48444704
F3	NM_001993	1	94529175	94541857
ZNF217	NM_006526	20	53567070	53583097
PXT1	NM_152990	6	36390550	36442889
ARF5	NM_001662	7	127588351	127591705
EMP2	NM_001424	16	10528421	10580716
ACTL7A	NM_006687	9	108862227	108863755
TAS1R2	NM_152232	1	18839598	18859661
C15orf65	NM_001198784	15	55408524	55418712
COG7	NM_153603	16	23388492	23453191
HSPA2	NM_021979	14	64540467	64543236
DUSP21	NM_022076	X	44844002	44844888
S100A14	NM_020672	1	153614255	153616332
RHOJ	NM_020663	14	63204383	63293512
NRIP3	NM_020645	11	8980575	9004049
C8orf44	NM_019607	8	66667551	66681142
C21orf62	NM_001162495	21	32790672	32813743
XPO5	NM_020750	6	43522329	43576075
MAVS	NM_020746	20	3846798	3876123
TACO1	NM_016360	17	63600871	63608365
ZDHHC2	NM_016353	8	17156326	17222732
MRPL20	NM_001318485	1	1401895	1407313
ZNF646	NM_014699	16	31074421	31083512
P3H3	NM_014262	12	6828372	6839854
SHB	NM_003028	9	37915897	38069213
GRK1	NM_002929	13	113667281	113735664
TIMM21	NM_014177	18	74148510	74158969
USP17L10	NM_001256852	4	9210656	9212249
HENMT1	NM_144584	1	108648287	108661526
TREML4	NM_198153	6	41228323	41238382
DUOX2	NM_014080	15	45092653	45114161
FOXP4	NM_001012426	6	41546425	41602384
PTGS2	NM_000963	1	186671811	186680427
FABP5	NM_001444	8	81280482	81284777
SPTLC1	NM_006415	9	92031133	92115474
CPNE3	NM_003909	8	86514426	86561498
WIPF2	NM_133264	17	40219321	40282187
C6orf132	NM_001164446	6	42101118	42142977
AVIL	NM_006576	12	57797375	57816069
IGF2BP3	NM_006547	7	23310208	23470376
CACNA1S	NM_000069	1	201039511	201112566
SNX13	NM_001350866	7	17790760	17940508
PHIP	NM_017934	6	78934418	79078298
SULT1A3	NM_177552	16	29459885	30204329
ZNF280C	NM_017666	X	130202698	130268948
HSPA5	NM_005347	9	125234847	125241387
COL22A1	NM_152888	8	138588234	138914006
RBM45	NM_152945	2	178112423	178129655
LIME1	NM_001305654	20	63735700	63739107
CDC26	NM_139286	9	113267010	113275589
PPTC7	NM_139283	12	110534431	110583259
LRRC17	NM_005824	7	102912896	102945109
MSLN	NM_005823	16	760764	768865
OAS3	NM_006187	12	112938432	112973249
SLC22A7	NM_153320	6	43298259	43305538
IQCF2	NM_203424	3	51861628	51863424
TMEM88	NM_203411	17	7855065	7856099
ELMOD2	NM_153702	4	140524157	140553770
MBLAC2	NM_203406	5	90458202	90474768
NOL4L	NM_001256798	20	32443058	32585073
ANKRD31	NM_001164443	5	75068296	75236878
MUC12	NM_001164462	7	100969622	101018949
POLH	NM_006502	6	43576140	43620523
ARL6IP5	NM_006407	3	69084938	69106088
OR4D1	NM_012374	17	58155153	58156086
OR2B6	NM_012367	6	27957240	27958182
RSPH9	NM_001193341	6	43645029	43671011
SUMO2	NM_006937	17	75167729	75183003
C6orf223	NM_001171992	6	44000599	44007615
FAM72B	NM_001100910	1	121167645	121184318
TMEM151B	NM_001137560	6	44270742	44279445
SPATS1	NM_145026	6	44342659	44377167
ZBTB43	NM_014007	9	126805005	126838208
MGAM	NM_004668	7	141995878	142106747
ZXDB	NM_007157	X	57591835	57597477
ZXDA	NM_007156	X	57905429	57910633
ZNF90	NM_007138	19	20077993	20121168
RHOG	NM_001665	11	3826977	3840983
PRC1	NM_003981	15	90966037	90994651
OPN5	NM_181744	6	47782038	47826380
PTCHD4	NM_207499	6	47878027	48068689
ALKBH5	NM_017758	17	18183552	18209953
DEFB133	NM_001166478	6	49946100	49949444
SERPINA11	NM_001080451	14	94442463	94452785
NCAPG	NM_022346	4	17810812	17844864
HIPK2	NM_022740	7	139561569	139777894
TOE1	NM_025077	1	45339669	45343978
PURB	NM_033224	7	44876292	44885385
GSTA5	NM_153699	6	52831742	52846095
TXNDC12	NM_015913	1	52020131	52056171
GCM1	NM_003643	6	53126961	53148826
MARCH5	NM_017824	10	92291162	92353964
MLIP	NM_001281746	6	54018915	54266280
FAM83B	NM_001010872	6	54846770	54945099
PPP1CA	NM_001008709	11	67398180	67401905
BORCS6	NM_017622	17	8188332	8190246
LHX6	NM_001242335	9	122202576	122228812
ACIN1	NM_014977	14	23058564	23095614
SESTD1	NM_178123	2	179101691	179264623
TFAP2E	NM_178548	1	35573369	35595326
TMEM52	NM_178545	1	1917589	1919301
MTRNR2L9	NM_001190706	6	61574102	61574629
FAM71A	NM_153606	1	212624446	212626778
FZD9	NM_003508	7	73433778	73436120
HIST1H2BE	NM_003523	6	26183795	26184230
PHF3	NM_001290259	6	63635801	63715522
SLC2A6	NM_017585	9	133471093	133479154
LCNL1	NM_207510	9	136982992	136985758
TMEM140	NM_018295	7	135148013	135166215
QRSL1	NM_018292	6	106629565	106668417
TAT	NM_000353	16	71566850	71577095
ZNF79	NM_001322260	9	127424373	127445372
ARHGAP18	NM_033515	6	129577094	129710225
TPGS1	NM_033513	19	507496	519654
TRIM47	NM_033452	17	75874163	75878575
SDHAF4	NM_145267	6	70566921	70588903
B3GAT2	NM_080742	6	70861365	70957085
OGFRL1	NM_001324266	6	71288441	71309059
PPIAL4F	NM_001164262	1	144372874	145242199
PCSK7	NM_004716	11	117205070	117232525
DENND1C	NM_024898	19	6467203	6481808
KHDC3L	NM_001017361	6	73362676	73364175
OOEP	NM_001080507	6	73368556	73369792
FAAP100	NM_025161	17	81539884	81552403
PLA2G2F	NM_022819	1	20139329	20150386
PROCA1	NM_001304953	17	28703196	28711907
SENP6	NM_015571	6	75601508	75718285
LRP6	NM_002336	12	12116025	12266877
UTRN	NM_007124	6	144291736	144853034
SLC6A3	NM_001044	5	1392789	1445428
PEX19	NM_002857	1	160276808	160285151
HMG20B	NM_006339	19	3572944	3579083
TACC3	NM_006342	4	1721489	1745178
STAC	NM_003149	3	36380486	36548006
AKR1D1	NM_005989	7	138076431	138118304
PIPOX	NM_016518	17	29042899	29057218
VPS54	NM_016516	2	63892532	64019080
ANKLE2	NM_015114	12	132725666	132761888
ABCA5	NM_018672	17	69244434	69327182
RIPPLY2	NM_001009994	6	83853265	83857516
CCER2	NM_001243212	19	38908979	38912158
EYA2	NM_005244	20	46894623	47188844
LILRA5	NM_021250	19	54307069	54313139
HES1	NM_005524	3	194136141	194138612
HMGCS2	NM_005518	1	119747995	119768932
AADACL3	NM_001103170	1	12716114	12728759
FOXH1	NM_003923	8	144473731	144476335
UBQLN1	NM_013438	9	83659962	83708253
TAS2R1	NM_019599	5	9628996	9630351
PNRC1	NM_006813	6	89080709	89085160
B3GAT1	NM_054025	11	134378503	134411918
GABRR1	NM_001256704	6	89177503	89231288
GABRR2	NM_002043	6	89254465	89315299
SIM2	NM_005069	21	36699120	36749917
IGFALS	NM_001146006	16	1790412	1793733
HNRNPF	NM_001098208	10	43385616	43409248
HDAC1	NM_004964	1	32292106	32333623
THSD7A	NM_015204	7	11370434	11832198
TEX36	NM_001128202	10	125576521	125683144
SEC16B	NM_033127	1	177929106	177969915
OR6K2	NM_001005279	1	158699578	158700696
GABARAP	NM_007278	17	7240418	7242434
SLC6A14	NM_007231	X	116436578	116461458
STXBP3	NM_007269	1	108746634	108809526
PARK7	NM_007262	1	7961653	7985282
SLCO2B1	NM_007256	11	75150986	75206400
MIF	NM_002415	22	23894377	23895222
HOXB6	NM_018952	17	48595736	48604972
SIM1	NM_005068	6	100388873	100463675
NOS2	NM_000625	17	27756765	27800529
SERPINA5	NM_000624	14	94581368	94593120
HTR2A	NM_000621	13	46831541	46897076
GAMT	NM_138924	19	1397025	1401570
TNS1	NM_022648	2	217799788	217944073
ADPRH	NM_001125	3	119579432	119589945
MAGED1	NM_001005333	X	51803058	51902356
TM4SF1	NM_014220	3	149369017	149377781
CENPF	NM_016343	1	214603188	214664571
ZNF230	NM_006300	19	44002924	44013920
KIT	NM_000222	4	54657927	54740715
FAM47E-STBD1	NM_001242939	4	76251699	76311130
LMNTD2	NM_173573	11	554849	560779
AKR1C4	NM_001818	10	5196834	5218947
AGPAT4	NM_020133	6	161130024	161274075
ARX	NM_139058	X	25003695	25015948
GPR6	NM_001286099	6	109978255	109980721
FUBP3	NM_003934	9	130579572	130638352
GPR65	NM_003608	14	88005123	88014811
AVL9	NM_015060	7	32495425	32588741
CDK19	NM_015076	6	110609977	110815885
PRR11	NM_018304	17	59155498	59206709
CLN6	NM_017882	15	68206991	68229742
ZFHX2	NM_033400	14	23520854	23551649
WISP3	NM_198239	6	112054074	112069684
REXO2	NM_015523	11	114439385	114450278
LSS	NM_001145437	21	46188445	46228824
CD68	NM_001251	17	7579486	7582111
C1orf87	NM_152377	1	59990393	60073770
C12orf45	NM_152318	12	104986319	104994727
TSPYL4	NM_021648	6	116249967	116254098
TSPYL1	NM_003309	6	116274858	116280117
CTNNA3	NM_013266	10	65912517	67696191
TRAPPC3L	NM_001139444	6	116496487	116545610
FAM26E	NM_153711	6	116511644	116524792
FAM26D	NM_001256887	6	116529012	116561123
BNIP3	NM_004052	10	131967682	131982013
RSPH4A	NM_001010892	6	116616478	116632985
ALKBH3	NM_139178	11	43880806	43920275
GPRC6A	NM_148963	6	116792084	116829057
RFX6	NM_173560	6	116877212	116932163
ZNF709	NM_152601	19	12461183	12484818
NME9	NM_001349021	3	138261436	138329886
FUT1	NM_000148	19	48748010	48755390
TRIM29	NM_012101	11	120111274	120138155
ZSWIM1	NM_080603	20	45881208	45885266
FAM129A	NM_052966	1	184791024	184974586
TEX46	NM_001242521	1	23010833	23015850
IL17RA	NM_014339	22	17084958	17115694
TIAM1	NM_003253	21	31118417	31558977
CD9	NM_001330312	12	6199706	6238271
GPNMB	NM_001005340	7	23246696	23275110
NID1	NM_002508	1	235975831	236065181
GGH	NM_003878	8	63015079	63039051
ZSCAN25	NM_001350984	7	99616947	99672538
FPR1	NM_001193306	19	51745769	51751897
NT5C1B-RDH14	NM_001199104	2	18554722	18589580
PPIP5K1	NM_001130858	15	43533461	43590253
SOGA3	NM_001012279	6	127438405	127519355
THEMIS	NM_001164685	6	127708193	127918631
DYNLRB2	NM_130897	16	80540733	80550809
TCHH	NM_007113	1	152106316	152115454
SSRP1	NM_003146	11	57325984	57335877
GLI2	NM_005270	2	120797290	120992653
PPM1J	NM_005167	1	112709993	112715328
RTKN	NM_033046	2	74425860	74441933
IMPA2	NM_014214	18	11981427	12030886
SAMD3	NM_001258275	6	130144301	130365425
SMLR1	NM_001195597	6	130827404	130837136
STIM1	NM_001277961	11	3855702	4093210
BRSK1	NM_032430	19	55284165	55312535
SOCS6	NM_004232	18	70288900	70330198
S1PR2	NM_004230	19	10221432	10231272
CYTH3	NM_004227	7	6161780	6272611
CTNNB1	NM_001904	3	41199423	41240453
CTAGE9	NM_001145659	6	131708440	131711017
TAGLN	NM_001001522	11	117199323	117204792
TAF2	NM_003184	8	119730773	119832834
CFH	NM_000186	1	196651877	196747504
MERTK	NM_006343	2	111898613	112029368
AADAC	NM_001086	3	151814072	151828488
TAAR9	NM_175057	6	132538287	132539336
TAAR1	NM_138327	6	132644897	132646026
VNN3	NM_001291702	6	132722786	132734765
PRDM12	NM_021619	9	130664593	130682997
PPFIBP2	NM_003621	11	7513764	7653765
LGI3	NM_139278	8	22146829	22156831
ECI1	NM_001919	16	2239871	2251601
PTHLH	NM_002820	12	27958083	27971983
PSME2	NM_002818	14	24143364	24146646
FKBP4	NM_002014	12	2794941	2805421
PSMC3	NM_002804	11	47418768	47426473
PRDM16	NM_022114	1	3069177	3438621
SUDS3	NM_022491	12	118376552	118418035
PGPEP1L	NM_001167902	15	98968229	99007795
RB1	NM_000321	13	48303746	48481890
ANKRD66	NM_001162435	6	46746916	46759217
OR1G1	NM_003555	17	3126609	3127551
TMEM176A	NM_018487	7	150800765	150805120
MTFR2	NM_001099286	6	136231029	136250335
NDUFAF7	NM_144736	2	37231630	37249161
KIR2DS5	NM_014513	19	54724463	54867216
GPR137B	NM_003272	1	236142531	236208909
COL5A1	NM_000093	9	134641804	134844842
ASS1	NM_000050	9	130444706	130501274
SLC35D3	NM_001008783	6	136922240	136925660
CTNS	NM_004937	17	3636467	3663103
OMA1	NM_145243	1	58480718	58546799
ZNF582	NM_001320371	19	56382750	56393601
PBOV1	NM_021635	6	138215985	138218490
TMEM38B	NM_018112	9	105694524	105776611
TXLNB	NM_153235	6	139240060	139292071
